"sensspec1"	"sensspec2"	"sensspec3"	"sensspec4"	"crit1"	"crit2"	"crit3"	"crit4"	"sens1"	"sens2"	"sens3"	"sens4"	"spec1"	"spec2"	"spec3"	"spec4"	"meanF1"	"SDF1"	"meanFP"	"SDFP"
"GEE"	0.886464533217919	0.901589588712776	0.627451020761244	0.933837722021685	0.99548512	0.9931058	0.99453252	0.9927314	0.8	0.824	0.4571429	0.876	0.9938842	0.9953101	1	0.9998528	0.837335716178406	0.141311032007998	0.00273822500000001	0.00313200334650205
"GEECE"	0.959930824388439	0.534897586184978	0.870540799949243	0.850446789270002	0.99193973	0.98529642	0.98994154	0.98959642	0.9266667	0.367	0.7755102	0.7506667	0.995672	0.985962	0.9921139	0.9808192	0.803953999948165	0.185576134369776	0.011358225	0.00657909794342406
"MSEC"	0.878903269256464	0.704621967575877	0.815642336378811	0.785401830369935	0.99316759	0.99321795	0.99127279	0.9891596	0.8088889	0.5675	0.7	0.6565333	0.9621865	0.9291203	0.9770551	0.977216	0.796142350895272	0.0723900508493863	0.038605525	0.022640859113908
"KENDALLR"	0.944725363228129	0.328412703949468	0.92161093005651	0.961890588250927	0.9908837	0.98037737	0.99161159	0.99153531	0.9637778	0.197	0.9238095	1	0.9264116	0.9864304	0.9194228	0.9265792	0.789159896371258	0.307607844527454	0.060289	0.0313242802907479
"MSEC_KENDALLC_GEERE"	0.927036556557285	0.692181826342975	0.669287409773365	0.863881167790478	0.99370679	0.99363414	0.99256124	0.99049947	0.8933333	0.54	0.5095238	0.7712	0.9633826	0.9637975	0.9750048	0.9818816	0.788096740116026	0.126968342158243	0.028983375	0.00902491597463196
"GEEnonull"	0.950490218098059	0.385263157894737	0.925541869331113	0.868749295897016	0.50756486	0.50756486	0.42736781	0.43757623	0.9066667	0.24	0.8619048	0.768	0.9987653	0.976	0.9993251	0.9999232	0.782511135305231	0.267031670425616	0.00649660000000002	0.0116785076971903
"KENDALLR_GEECE"	0.924187957981881	0.417379973874078	0.867840843943181	0.912326938620395	0.98775833	0.98177932	0.9875779	0.98856907	0.88	0.265	0.7918367	0.8533333	0.9730482	0.9821139	0.9599846	0.9800832	0.780433928604884	0.243248247645424	0.026192525	0.0100004965267981
"MSER_KENDALLR_GEERE"	0.54856443221137	0.633405153254042	0.910052659261247	0.983548702999385	0.97458643	0.98606161	0.98691592	0.98843008	0.382	0.477	0.8666667	0.98	0.9726881	0.9424177	0.9580114	0.9871232	0.768892736931511	0.210479416754766	0.0349399	0.0192122288752069
"MSEC_GEERE"	0.893419603902552	0.692735992324842	0.852161375974048	0.611473351171695	0.99437325	0.9945897	0.99342249	0.99212056	0.8215556	0.54	0.752381	0.4426667	0.9790611	0.9659494	0.9824539	0.988384	0.762447580843284	0.132734270203913	0.0210379	0.00949219028359633
"GEERE"	0.936847823109568	0.836220158551246	0.571384497625649	0.633256093625801	0.99639923	0.99540279	0.99656	0.99609297	0.888	0.732	0.4	0.4634667	0.9913826	0.9750443	0.9997301	0.9993728	0.744427143228066	0.17103063582775	0.00861755000000003	0.0115537021352465
"MSER_KENDALLR_GEECE"	0.545746418912187	0.436581942740361	0.85163843769132	0.955623011977374	0.98424744	0.98233276	0.98642909	0.98830459	0.3766667	0.2805	0.7562358	0.9386667	0.9902572	0.9842722	0.9745871	0.9732032	0.69739745283031	0.24596306443558	0.019420075	0.00811608627577558
"MSEC_KENDALLC_GEECEnonull"	0.866878958109876	0.427057132681966	0.668708358130562	0.744306091516841	0.83849376	0.79852557	0.82516611	0.84121033	0.7666667	0.273	0.5047619	0.5933333	0.9972283	0.9801899	0.990385	0.9983296	0.676737635109811	0.185404100633251	0.00846680000000002	0.00833894547889602
"GEEREnonull"	0.80276791829462	0.63231475831118	0.339797447037501	0.560852826482128	0.57202246	0.63120828	0.60450747	0.38476066	0.6733333	0.465	0.2047619	0.3898667	0.9938071	0.9877089	0.9978662	0.9989824	0.583933237531357	0.191802310232862	0.00540884999999997	0.00509866415609686
"MSER"	0.273349367324598	0.347565135104521	0.887492196358431	0.809493751172754	0.97872917	0.98058286	0.98541174	0.98808402	0.1584444	0.211	0.8258503	0.6981333	0.994746	0.9852405	0.9590783	0.9631232	0.579475112490076	0.313729345965747	0.024453	0.0172059527429705
"MSER_KENDALLR_CORR_GEERE"	0.66977657093965	0.395390431442367	0.634992802573166	0.530815890496424	0.76608652	0.76221465	0.77054438	0.79368764	0.5108889	0.2485	0.4675737	0.3624	0.9721029	0.966981	0.9891767	0.9916672	0.557743923862902	0.123291630907032	0.02001805	0.0122772503019474
"MSECnonull_KENDALLC_GEECEnonull"	0.629750895351961	0.386939554574902	0.548257722710976	0.635702602311384	0.7700542	0.7672345	0.69674289	0.75197924	0.46	0.24	0.3780045	0.4666667	0.9980579	0.9979051	0.9975577	0.9967424	0.550162693737306	0.115897627050423	0.00243422499999998	0.000587463493191988
"GEECEnonull"	0.870810334589372	0.360208263027856	0.71950980740861	0.233955738727205	0.58772714	0.57853204	0.587469	0.73512034	0.7733333	0.22	0.5630385	0.1325333	0.9964051	0.9931582	0.9964201	0.9966592	0.546121035938261	0.298606507321731	0.00433934999999999	0.00167235644226942
"MSER_GEECE"	0.558161211577255	0.0778399037743234	0.644762972966651	0.819956777608189	0.98572572	0.98161466	0.98683683	0.98845981	0.3884444	0.0405	0.4852608	0.704	0.991254	0.9976013	0.9604602	0.9816448	0.525180216481605	0.317487195567908	0.017259925	0.0162371527137355
"MSEC_KENDALLC_GEECE_CORR"	0.209220255113358	0.465562247864006	0.700759978144706	0.702569402916166	0.77720606	0.77070095	0.75992257	0.76241028	0.1168889	0.3045	0.5517007	0.5488	0.9958457	0.9883291	0.9601838	0.9760512	0.519527971009559	0.23491302221886	0.01989755	0.0155851738859939
"MSER_KENDALLR_GEERE_CORC"	0.593178570693267	0.417355965814922	0.472770276330514	0.546331803934818	0.7537568	0.76709126	0.76117751	0.7896027	0.428	0.265	0.3122449	0.3770667	0.9659807	0.9818481	0.9729803	0.9913472	0.50740915419338	0.0778477018850492	0.021960925	0.0109940965159716
"MSEC_KENDALLR_CORC_GEECE"	0.315018029659763	0.482003564529256	0.705998068850781	0.490380603751166	0.79168996	0.80366559	0.74976556	0.80124372	0.1871111	0.318	0.5507937	0.3253333	0.9955949	0.9953291	0.9829873	0.995328	0.498350066697742	0.160269615622597	0.00769017500000002	0.00621628484942304
"MSECnonull_KENDALLC_GEECE"	0.49005832344275	0.420025239740184	0.740096502040705	0.272210484572226	0.95256729	0.96650543	0.91752366	0.95388898	0.3251111	0.266	0.5909297	0.1576	0.9947524	0.9977848	0.9899994	0.9979264	0.480597637448966	0.195382860176406	0.00488425000000001	0.00371181186080331
"MSEC_KENDALLCnonull_GEECE"	0.619871353305375	0.444483789605424	0.416551475357518	0.431533123034038	0.93530909	0.96284546	0.9193715	0.94820242	0.4511111	0.286	0.2643991	0.2754667	0.9903666	0.9969114	0.9811942	0.995584	0.478109935325589	0.0951942938424995	0.00898594999999999	0.00713002631014313
"MSER_KENDALLR"	0.0149958741367063	0.331869964709726	0.584783870652373	0.932801833288329	0.92802026	0.97879246	0.98644395	0.98809541	0.007555556	0.1995	0.4197279	0.9013333	0.9832026	0.9862658	0.9637894	0.9665472	0.466112885696783	0.388762608125004	0.02504875	0.0114210152839696
"MSECnonull_KENDALLCnonull_GEECE"	0.584823715381701	0.330419258563247	0.75349226972672	0.189694302964222	0.89709548	0.95854078	0.85184685	0.96640708	0.4148889	0.198	0.6088435	0.1048	0.9905402	0.9975949	0.9882897	0.9987072	0.464607386658973	0.252646062483354	0.006217	0.00514685742241481
"MSEC_KENDALLR_CORC"	0.541386097537912	0.160047519909336	0.720548430444117	0.172483035583498	0.69729173	0.79837934	0.67347175	0.79760113	0.3733333	0.087	0.5773243	0.0944	0.9845916	0.9979684	0.9582814	0.9978816	0.398616270868716	0.278133557732559	0.01531925	0.0186883003631506
"MSE_KENDALLR_GEERE"	0.543219736627972	0.0988190127287699	0.463222518855723	0.481361181773185	0.7610412	0.76685797	0.79497022	0.80805491	0.3731111	0.052	0.3015873	0.3170667	0.998418	0.9918165	0.9982133	0.9990272	0.396655612496413	0.201489345568075	0.00313125	0.00338585915881529
"MSEC_KENDALLCnonull_GEECEnonull"	0.506927777156039	0.333290761721105	0.394125236524755	0.255775223191411	0.76013285	0.81309227	0.72372213	0.81939942	0.34	0.2	0.2455782	0.1466667	0.9958585	0.9992342	0.9974998	0.998816	0.372529749648327	0.105988226505156	0.00214787499999999	0.00152073007329813
"MSECnonull_KENDALLCnonull_GEECEnonull"	0.600401598306222	0.360527102351651	0.184786148614408	0.235260368704197	0.6845374	0.75706363	0.64570637	0.81194752	0.43	0.22	0.1018141	0.1333333	0.994508	0.9980253	0.9985025	0.998784	0.345243804494119	0.185456279137905	0.00254505000000002	0.00198943445313823
"MSE_KENDALLR_CORR_GEERE"	0.357070649148372	0.246095130478726	0.30109222561469	0.366385051850603	0.57731847	0.58006253	0.56347917	0.57237984	0.2175556	0.1405	0.177551	0.2248	0.9954148	0.9905886	0.9898065	0.9897664	0.317660764273098	0.0557475011083695	0.00860592499999996	0.00270707343746588
"MSERnonull"	0.00354923693857205	0.133431260994059	0.223780327124305	0.62230451334467	0.90566531	0.90737491	0.88013233	0.88315996	0.001777778	0.0715	0.1260771	0.4544	0.9985273	0.9970316	0.9943505	0.9870144	0.245766334600402	0.266803720450479	0.00576905	0.00511191907375957
"KENDALLR_CORR"	0.128877461472463	0.175133391611223	0.203581324534569	0.280777967916597	0.70386876	0.70386876	0.63488383	0.6061817	0.06888889	0.096	0.1133787	0.1634667	0.9975177	0.9968101	0.9959316	0.9944192	0.197092536383713	0.0637203690792781	0.00383035000000001	0.00133518513198234
"MSER_KENDALLR_CORR"	0.0145595872046762	0.180930198484456	0.28084471173109	0.296519522122726	0.71790384	0.772618	0.73375745	0.72983404	0.007333333	0.0995	0.1634921	0.1744	0.997119	0.9962785	0.9951539	0.9891456	0.193213504885737	0.129639838950688	0.00557575000000002	0.00361000718235667
"CORnonull"	0.225908446198789	0.114965258092411	0.115767486295529	0.288383499798252	0.94318894	0.9827313	0.95754473	0.94044455	0.1275556	0.061	0.06145125	0.1688	0.9867524	0.9968924	0.9970628	0.9890816	0.186256172596245	0.0857386399675793	0.0075527	0.00531731689106453
"CORR"	0.0211077280104276	0.0129159341664042	0.119379448217569	0.457682099329442	0.36875398	0.40887586	0.44138654	0.27288705	0.01066667	0.0065	0.06349206	0.2973333	0.9979486	0.9986646	0.9967093	0.9934272	0.152771302430961	0.20895009839248	0.00331257500000001	0.00231871580316205
"CORRnonull"	0.0636758997048693	0.114948806077102	0.21123758222939	0.184363431667951	0.98051614	0.97808876	0.96217309	0.97584234	0.03288889	0.061	0.1181406	0.1016	0.9963601	0.9944241	0.9964908	0.9944128	0.143556429919828	0.0669458612586103	0.00457805	0.00115997903573009
"MSER_CORR"	0.0110496448339596	0.00299549940187051	0.221328531843714	0.274787356907086	0.68338326	0.65641636	0.64125495	0.61581598	0.005555556	0.0015	0.1244898	0.1594667	0.9986945	0.9983671	0.9964586	0.9926016	0.127540258246657	0.14090115719563	0.00346955000000002	0.00279865565167756
"KENDALLR_CORC"	0.0536295080912313	0.175148617545752	0.156692664375581	0.105086007336635	0.69736187	0.73016522	0.62490386	0.71763682	0.02755556	0.096	0.08503401	0.05546667	0.9974212	0.9977975	0.9961758	0.9968256	0.1226391993373	0.0547336871192186	0.00294497500000002	0.000709700802568735
"MSEC_CORC"	0.0699096941854224	0.21265865643278	0.0615370577756	0.125457176130991	0.72469841	0.71414313	0.72095321	0.70912331	0.03622222	0.119	0.03174603	0.06693333	0.9990289	0.9986203	0.9992609	0.9985472	0.117390646131198	0.0695584330447753	0.001135675	0.000338857456511347
"KENDALLnonull"	0.00399199634553137	0.2109981011557	0.0228644024586199	0.162614712487866	0.87488462	0.90325436	0.94865346	0.88042384	0.002	0.118	0.01156463	0.08853333	0.9975434	0.9958354	0.9983418	0.9961856	0.100117303111929	0.102320676981425	0.00302345000000001	0.00117090445240702
"CORCnonull"	0.0628476825511639	0.174330447008679	0.0619622681675294	0.0793818036071094	0.99238112	0.99398163	0.99344851	0.99597584	0.03244444	0.0955	0.03197279	0.04133333	0.9989518	0.9987405	0.9988881	0.9988608	0.0946305503336203	0.0537338042294442	0.00113970000000002	8.85011864326868e-05
"MADR_GEERE"	0.0498253038250043	0.0833483460743201	0.0695716440600633	0.124004891237447	0.84218162	0.82954298	0.83874141	0.86526651	0.02555556	0.0435	0.03605442	0.06613333	0.9902765	0.9928797	0.9886368	0.9926272	0.0816875462992087	0.0313874365581114	0.00889494999999998	0.00202031981049208
"KENDALLRnonull"	0	0.148975860615913	0.106057609810652	0	0.9487127	0.98086011	0.98747795	0.9487127	0	0.0805	0.05600907	0	0.998	0.9973734	0.9965872	0.9980096	0.0637583676066413	0.0756780590958525	0.00250744999999999	0.000672978838201234
"MSECnonull"	0.061595775785217	0.0694959432251498	0.0426091927280469	0.0694955786140965	0.97176966	0.99401603	0.98432673	0.9823873	0.03177778	0.036	0.02176871	0.036	0.9987717	0.9991203	0.9992673	0.9989696	0.0607991225881275	0.0126855723985326	0.000967775000000004	0.000211984769500041
"COR"	0.0574119820344397	0.0961306699818144	0.0264035716102242	0	0.43392251	0.38421544	0.3620884	0.29356551	0.02955556	0.0505	0.01337868	0	0.9986495	0.9969747	0.9984639	0.9982464	0.0449865559066196	0.0413893268717671	0.00191637500000003	0.000757415330251495
"KENDALLCnonull"	0	0	0.00226500147348353	0.113671246160223	0.98563478	0.98563478	0.99072421	0.99498778	0	0	0.001133787	0.06026667	0.9979421	0.9979747	0.9982518	0.9983232	0.0289840619084265	0.0564682183664605	0.00187704999999999	0.00019268901542812
"MADR_GEECE"	0	0	0.084237523944035	0	0.87202036	0.87202036	0.88604162	0.87202036	0	0	0.04399093	0	0.9940836	0.9941772	0.989678	0.994112	0.0210593809860087	0.0421187619720175	0.00698730000000003	0.00222347862893562
"MSE_KENDALLR_CORC"	0	0	0	0.0351043904448098	0.64693913	0.64693913	0.64693913	0.65364048	0	0	0	0.01786667	0.9983923	0.9984177	0.9983932	0.997216	0.00877609761120245	0.0175521952224049	0.00189520000000001	0.000592650166624456
"MSE_KENDALLR_GEECE"	0	0.0295535602232873	0	0	0.86391156	0.86487805	0.86391156	0.86391156	0	0.015	0	0	0.9927588	0.9929747	0.992763	0.9927936	0.00738839005582184	0.0147767801116437	0.00717747499999999	0.000102628760588821
"MADR"	0.0128060288276684	0.00399195058301927	0	0.00319486554136448	0.8841448	0.87793291	0.86464177	0.87152534	0.006444444	0.002	0	0.0016	0.996	0.9918608	0.9917733	0.995584	0.00499821123801303	0.00548357387417307	0.00619547500000001	0.00230149108387731
"MADRnonull"	0.0128060288276684	0.00399195058301927	0	0.00319486554136448	0.8841448	0.87793291	0.86464177	0.87152534	0.006444444	0.002	0	0.0016	0.996	0.9918608	0.9917733	0.995584	0.00499821123801303	0.00548357387417307	0.00619547500000001	0.00230149108387731
"MSER_KENDALLR_EUCR"	0	0.0178378059835175	0	0	0.87712605	0.87743203	0.87712605	0.87712605	0	0.009	0	0	0.995119	0.9898038	0.9951218	0.9951424	0.00445945149587937	0.00891890299175874	0.00620325000000002	0.00266198711429386
"KENDALLR_EUCC"	0.00133244002787246	0	0	0.0158723464008068	0.91217502	0.90426794	0.90426794	0.91686052	0.0006666667	0	0	0.008	0.9943151	0.9933608	0.9932579	0.9947136	0.00430119660716981	0.00773962978617117	0.00608814999999999	0.000715709515096705
"MSE_KENDALLR_CORR"	0.00177619321427515	0.00299549563797582	0.00271738264137506	0.00955395006139992	0.62623198	0.63392146	0.63377862	0.61949417	0.0008888889	0.0015	0.001360544	0.0048	0.996373	0.9975316	0.9977762	0.9958528	0.00426075538875649	0.00356715763204962	0.00311660000000002	0.000920126730401858
"KENDALLR_EUCR"	0.000444344925505826	0.0109395199039996	0	0.00159871393388334	0.89831726	0.89622021	0.88977979	0.89311525	0.0002222222	0.0055	0	8e-04	0.9926495	0.9948291	0.9938235	0.9944832	0.00324564469084719	0.0051733157178068	0.00605367500000001	0.000959924915032448
"MSE_KENDALLR"	0	0	0	0.00902545256247842	0.86451232	0.86451232	0.86451232	0.86804468	0	0	0	0.004533333	0.9910418	0.9911835	0.991047	0.992768	0.00225636314061961	0.00451272628123921	0.00848992500000001	0.000841179027219132
"MSER_EUCR"	0	0.00895949436161514	0	0	0.8596253	0.87033887	0.8596253	0.8596253	0	0.0045	0	0	0.9939228	0.9953608	0.9939263	0.993952	0.00223987359040378	0.00447974718080757	0.00570952499999999	0.000713668753110785
"MSE_KENDALLR_CORC_GEECE"	0.00796802837481735	0	0	0	0.6950282	0.69433068	0.69433068	0.69433068	0.004	0	0	0	0.9968875	0.9964684	0.9964137	0.9964288	0.00199200709370434	0.00398401418740868	0.00345039999999999	0.00022644447443029
"MSE_EUCR"	0.00133243772969337	0	0	0	0.87052925	0.86569004	0.86569004	0.86569004	0.0006666667	0	0	0	0.9917621	0.9924114	0.9922938	0.9923264	0.000333109432423343	0.000666218864846685	0.00780157499999998	0.000295077304842903
"MSE_CORR"	0	0.000999498886776975	0	0	0.49554212	0.50509426	0.49554212	0.49554212	0	5e-04	0	0	0.9978392	0.9972785	0.9978405	0.9978496	0.000249874721694244	0.000499749443388488	0.00229805	0.000282337912202177
"MSE"	0	0	0.000453411303819477	0.000533189526457623	0.84120482	0.84120482	0.84244965	0.84562009	0	0	0.0002267574	0.0002666667	0.9925531	0.9926709	0.9934122	0.988256	0.000246650207569275	0.000286663322836806	0.00827695000000001	0.00234243933041319
"MSE_GEERE"	0	0	0.000453411524933369	0	0.84712679	0.84712679	0.86303358	0.84712679	0	0	0.0002267574	0	0.9933376	0.993443	0.9955396	0.9933696	0.000113352881233342	0.000226705762466684	0.00607755000000001	0.00107900248223377
"MSE_GEECE"	0	0	0	0	0.86621859	0.86621859	0.86621859	0.86621859	0	0	0	0	0.9921222	0.9922468	0.9921267	0.99216	0	0	0.007836075	5.77648898553404e-05
"MSEnonull"	0	0	0	0	0.96481782	0.96481782	0.96481782	0.96481782	0	0	0	0	0.9986238	0.9986456	0.9986246	0.9986304	0	0	0.00136890000000001	1.01041245703866e-05
"MSE_CORC"	0	0	0	0	0.53825143	0.53825143	0.53825143	0.53825143	0	0	0	0	0.9985723	0.9985949	0.9985732	0.9985792	0	0	0.00142010000000001	1.04584893746401e-05
"MSE_KENDALL_GEE"	0	0	0	0	0.86193271	0.86193271	0.86193271	0.86193271	0	0	0	0	0.992836	0.9929494	0.9928402	0.9928704	0	0	0.00712599999999999	5.25501665078123e-05
"MSEC_KENDALLR_EUCC"	0	0	0	0	0.89312259	0.89312259	0.89312259	0.89312259	0	0	0	0	0.9936463	0.9937468	0.99365	0.9936768	0	0	0.00632002499999998	4.65767019728553e-05
"MSE_GEE"	0	0	0	0	0.87203515	0.87203515	0.87203515	0.87203515	0	0	0	0	0.9860193	0.9862405	0.9860274	0.9860864	0	0	0.0139066	0.000102525151385701
"EUCCnonull"	0	0	0	0	0.76345688	0.76345688	0.76345688	0.76345688	0	0	0	0	0.9990161	0.9990316	0.9990166	0.9990208	0	0	0.000978724999999986	7.19878461965284e-06
"EUCnonull"	0	0	0	0	0.60291441	0.60291441	0.60291441	0.60291441	0	0	0	0	0.9986945	0.9987152	0.9986953	0.9987008	0	0	0.00129854999999998	9.5848839325374e-06
"CORC"	0	0	0	0	0.47487222	0.47487222	0.47487222	0.47487222	0	0	0	0	0.9990225	0.999038	0.9990231	0.9990272	0	0	0.000972299999999982	7.17727896440711e-06
"EUCR"	0	0	0	0	0.91171784	0.91171784	0.91171784	0.91171784	0	0	0	0	0.9962701	0.9963291	0.9962723	0.996288	0	0	0.00371012500000001	2.73376876612719e-05
"EUCRnonull"	0	0	0	0	0.60559801	0.60559801	0.60559801	0.60559801	0	0	0	0	0.9982186	0.9982468	0.9982197	0.9982272	0	0	0.00177192500000001	1.30551075573223e-05
"MSEC_KENDALLR_EUCC_GEECE"	0	0	0	0	0.87510192	0.87510192	0.87510192	0.87510192	0	0	0	0	0.9937749	0.9938734	0.9937785	0.9938048	0	0	0.00619209999999998	4.56553027223215e-05
"EUC"	0	0	0	0	0.90852064	0.90852064	0.90852064	0.90852064	0	0	0	0	0.9965852	0.9966392	0.9965872	0.9966016	0	0	0.00339670000000003	2.50234556632902e-05
"MSE_EUCC"	0	0	0	0	0.86844999	0.86844999	0.86844999	0.86844999	0	0	0	0	0.9946881	0.9947722	0.9946912	0.9947136	0	0	0.00528372500000002	3.89758365315476e-05
"MSER_KENDALLR_EUCR_GEERE"	0	0	0	0	0.83714492	0.83714492	0.83714492	0.83714492	0	0	0	0	0.9916013	0.9917342	0.9916061	0.9916416	0	0	0.00835419999999998	6.1613147947486e-05
"EUCC"	0	0	0	0	0.92090243	0.92090243	0.92090243	0.92090243	0	0	0	0	0.9963344	0.9963924	0.9963365	0.996352	0	0	0.00364617500000003	2.68877140468765e-05
"MSEC_EUCC"	0	0	0	0	0.90326755	0.90326755	0.90326755	0.90326755	0	0	0	0	0.9928103	0.9929241	0.9928144	0.9928448	0	0	0.00715160000000001	5.27606545321888e-05
