	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_68	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_22	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_109	Htr3a_tdTpositive_cell_111	Ndnf_tdTpositive_cell_9	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_71	Ntsr1_tdTpositive_cell_77	Ntsr1_tdTnegative_cell_31	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_132	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_155	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_189	Slc17a6_tdTpositive_cell_1	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_33	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AI848100	18.71	21.05	0.0	0.07	42.63	0.0	11.69	0.0	6.25	18.79	3.58	0.39	11.36	23.89	0.0	0.0	55.35	42.28	21.0	0.0	5.39	0.0	0.22	4.02	0.41	0.0	0.0	53.51	0.0	0.0	0.0	0.0	22.8	0.0	0.0	7.44	0.21	55.53	0.0	22.96	0.0	57.36	28.38	0.34	0.0	118.83	0.0	0.0	0.03	8.49	0.0	0.0	0.0	1.58	48.94	0.0	0.0	0.0	33.22	17.72	3.95	4.42	0.0	0.18	47.14	12.37	39.36	0.73	0.04	0.43	0.0	0.0	0.0	23.62	0.0	0.24	0.0	0.0	8.84	2.47	1.83	2.93	8.04	8.31	2.78	1.45	0.15	0.9	8.92	5.82	4.46	11.63	0.0	21.11	7.73	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	17.59	14.92	16.56
Ache	0.0	0.17	0.0	0.0	0.0	3.36	0.64	4.47	2.3	53.49	0.0	1.14	10.46	3.75	8.77	53.12	160.13	0.16	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12	35.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.11	0.24	28.38	0.0	16.14	47.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.41	17.98	4.79	5.6	0.0	0.52	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.05	0.0	0.0	3.63	0.0	10.33	2.65	15.75	5.95	1.19	0.23	2.0	3.85	5.23	2.88	6.25	0.0	15.58	7.84	17.4	1.7	0.0	10.97	0.2	0.0	0.0	38.02	55.65	63.55	63.72
Adamts10	2.03	0.18	0.0	0.0	0.0	33.35	0.0	0.0	29.55	11.49	0.0	0.0	0.0	0.0	0.3	0.0	65.54	0.0	9.14	9.77	0.0	0.0	0.0	0.0	0.0	0.0	25.17	0.78	15.71	0.0	0.0	0.0	8.86	0.0	0.0	18.19	0.0	0.0	0.0	33.5	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	16.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0	4.57	16.96	0.0	0.06	5.06	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.96	5.74	3.24	1.66	3.6	3.43	0.0	3.99	0.87	3.65	1.52	2.72	0.0	0.0	21.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1	15.86	15.95
Adprhl2	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81	0.0	0.0	0.0	0.93	0.0	0.0	47.4	0.0	0.0	0.0	1.33	1.61	0.0	4.94	5.05	0.0	0.0	0.0	0.0	0.0	1.78	0.51	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.44	25.62	29.26	27.27
Alox12	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.44	0.21	0.0	0.33	0.21	0.49	0.0	0.41	0.19	1.83	0.12	0.23	0.46	0.0	0.0	0.0	0.21	0.4	0.1	0.0	0.04	0.0	0.26	0.0	0.0	0.15	0.17	0.14	0.2	0.0	0.15	0.09	0.0	0.0	0.11	0.1	0.41	0.17	0.0	0.0	0.4	0.0	0.88	0.22	0.15	0.71	0.0	0.2	0.24	0.0	0.0	0.11	0.0	0.35	0.35	0.0	0.0	0.14	0.13	0.15	0.32	0.0	0.1	1.35	0.0	0.84	0.85	0.42	0.0	0.21	3.89	0.12	0.24	0.0	0.19	0.35	0.19	0.17	0.0	0.25	0.09	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.68	0.0	0.38	0.0	0.15	0.11	0.0	0.0	0.71	0.51	0.96
Aqp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.42	0.53
Bai2	0.0	1.08	0.0	0.0	7.04	7.01	1.35	0.0	0.0	0.64	4.38	0.12	0.67	0.14	0.0	0.0	0.56	0.49	0.0	0.27	0.19	0.0	0.27	0.08	0.0	1.81	1.59	0.33	0.69	0.0	0.0	0.0	0.76	0.45	0.07	0.18	0.0	0.04	0.0	0.08	0.07	1.99	0.0	2.27	29.83	0.0	12.11	0.4	0.51	0.0	0.0	0.0	0.0	1.11	0.09	0.26	0.0	0.07	0.0	0.05	0.0	0.31	0.08	0.13	0.24	2.33	4.44	0.41	0.9	0.06	0.0	0.0	6.29	0.99	4.42	0.0	0.0	0.0	2.36	0.77	0.33	3.32	0.26	1.58	6.0	1.97	4.93	0.79	1.4	0.81	2.11	0.95	0.36	0.29	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.44	231.59	239.36	249.07
Bcar3	0.0	0.0	0.0	721.11	0.0	36.69	0.0	0.39	38.42	0.0	0.0	0.0	0.0	0.0	0.0	22.54	131.69	59.15	17.76	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	2.35	28.12	0.0	0.0	0.07	0.0	5.68	1.91	0.0	0.0	11.26	27.58	0.17	0.08	0.0	0.0	0.0	0.0	0.0	27.32	0.0	0.0	0.13	0.0	0.0	21.82	3.65	2.86	4.26	0.0	3.51	0.0	0.0	5.04	6.03	5.24	30.85	52.01	3.17	43.12	0.0	0.0	110.63	0.0	0.0	0.0	0.0	0.0	10.14	10.93	10.69
Bcs1l	0.0	2.25	0.0	0.0	0.0	1.01	99.65	11.09	54.47	107.68	57.05	86.56	0.0	1.07	25.45	15.43	172.0	4.95	0.0	0.0	71.76	0.0	6.71	26.85	0.0	0.09	0.18	0.08	0.0	0.0	0.0	0.0	52.21	0.0	0.0	0.0	0.0	65.48	91.05	12.57	89.97	1.71	0.0	0.0	229.99	99.58	13.73	45.28	0.48	1.75	0.0	0.0	0.0	5.57	94.17	50.17	70.91	0.0	1.59	0.14	1.35	210.18	67.37	2.4	67.16	20.17	64.27	0.54	0.0	9.71	0.0	114.57	0.0	0.0	69.44	0.0	119.79	0.0	47.29	32.85	20.53	42.44	16.99	50.57	65.5	31.23	51.99	69.48	29.19	40.89	26.1	80.25	107.71	43.52	0.16	1.88	0.0	0.0	0.13	393.69	0.0	102.86	0.0	18.75	20.93	22.71
Bmp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	9.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.37	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	219.17	1.88	0.99	1.29
Ccdc135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	1.21	1.08
Ccdc159	2.07	0.0	0.0	0.0	42.61	0.0	5.97	0.0	0.0	0.0	0.0	2.06	0.0	45.0	1.1	0.0	72.14	0.0	40.8	0.0	0.21	0.0	0.0	2.33	0.0	0.11	0.0	0.0	0.0	102.65	0.0	0.0	32.26	0.0	0.0	0.0	0.0	0.14	0.18	0.51	0.0	0.29	0.0	0.29	0.0	0.0	0.0	6.85	0.0	0.0	22.97	0.0	0.33	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33	0.0	0.09	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	25.13	0.0	0.0	6.19	0.19	0.19	6.96	9.77	13.54	0.17	15.75	0.0	2.97	3.2	1.38	0.99	0.0	32.51	1.34	0.0	42.3	0.0	0.0	0.0	39.81	0.0	75.27	15.65	17.8	15.3
Ccdc85b	0.32	3.04	0.39	0.0	0.63	10.38	0.14	0.64	2.37	0.93	1.58	0.7	0.78	0.17	12.2	0.58	13.88	0.0	0.0	0.23	3.0	0.11	0.17	2.14	0.0	1.83	0.55	10.44	14.98	5.49	0.25	0.93	0.42	1.14	0.24	0.59	0.0	0.09	0.26	8.92	0.25	0.82	10.53	8.75	0.8	1.57	0.57	0.82	0.36	0.12	0.12	0.21	0.12	0.74	0.12	1.14	12.84	0.0	0.65	6.4	1.4	2.33	0.46	12.04	0.25	3.49	10.07	17.54	18.04	7.0	9.41	0.68	0.3	0.41	35.68	0.12	0.35	2.33	5.11	0.48	2.85	1.29	1.85	5.78	4.06	5.24	1.12	4.65	4.49	4.84	4.0	7.02	52.61	0.0	1.08	0.33	0.57	0.28	0.33	0.0	2.35	0.0	0.47	42.75	54.22	45.12
