	Calb2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_23	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_38	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_19	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Ntsr1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_172	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Aldh3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	100.65	0.0	104.16	0.0	0.0	28.51	0.0	0.0	104.35	0.0	3.9	0.0	0.0	19.6	0.0	0.28	97.82	0.27	0.0	0.31	121.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.59	0.0	0.0	0.0	39.74	0.0	48.39	10.95	23.63	0.0	72.62	55.37	86.93	20.91	58.16	36.85	40.32	45.78	0.0	0.0	84.8	0.0	0.0	0.0	107.47	0.0	183.34	0.0	0.0	1.81	1.65	1.1
Anubl1	0.0	0.0	1.37	5.06	0.0	4.44	0.0	0.0	4.01	0.0	0.0	0.0	1.4	0.0	62.66	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.22	0.0	96.01	0.0	0.0	6.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.14	0.23	0.0	0.47	0.0	0.0	8.1	0.0	3.89	2.04	2.47	0.0	0.0	0.0	0.0	0.0	33.92	0.0	0.0	0.0	0.0	0.09	3.86	3.71	4.22
BC029722	0.0	65.94	7.61	5.54	2.87	26.89	7.35	0.0	41.22	0.0	0.68	0.0	1.42	0.0	0.0	42.92	3.04	81.3	0.5	4.38	0.0	3.6	0.0	0.0	0.0	0.71	2.25	24.91	0.0	0.0	0.77	0.0	0.0	5.58	0.0	0.0	101.63	8.66	21.07	47.29	1.69	0.67	10.26	0.24	0.0	17.26	11.53	6.59	0.0	0.0	0.0	0.0	0.0	1.91	98.16	13.23	14.46	15.01	19.22	3.75	9.9	22.19	11.49	6.73	4.18	5.19	6.87	0.0	0.0	0.25	2.91	0.18	2.59	1.12	0.0	0.0	0.0	0.0	81.51	86.83	77.47
Bach1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	12.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.06	2.73	0.44	0.0	3.5	0.03	1.86	0.41	1.06	0.0	0.0	13.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59	7.06	7.22
Bcat2	0.0	130.47	0.0	0.0	38.74	0.0	0.0	0.0	28.62	0.0	0.39	6.26	0.0	0.0	0.0	0.1	94.34	0.0	79.7	0.0	0.0	0.51	0.21	0.0	0.0	0.0	32.82	0.0	0.13	0.13	0.0	48.75	0.0	0.0	0.0	0.29	99.67	0.0	0.33	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.39	7.25	78.22	0.0	0.0	0.5	0.0	0.0	0.0	9.85	13.16	10.35	19.55	2.06	1.73	36.68	13.42	18.75	11.73	18.26	12.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.31	13.77	12.97
Bdkrb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	80.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.21	0.0
Ccdc46	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.65	1.27	0.0	9.34	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.14	179.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	2.64	0.0	17.35	0.0	8.29	0.51	15.93	24.04	14.67	15.95	0.29	7.68	0.73	4.24	3.82	8.49	0.0	0.0	7.86	0.0	18.12	0.13	7.65	0.0	0.0	0.0	0.0	1.91	1.36	2.68
Ccdc48	0.32	0.0	53.54	29.25	0.45	70.89	11.17	1.77	12.78	6.38	16.97	3.3	2.44	0.99	5.17	5.31	7.42	2.69	4.32	2.18	2.72	1.45	4.75	3.51	7.85	5.61	3.41	0.84	0.26	4.83	2.13	3.45	5.52	2.44	2.36	1.6	82.27	5.21	3.43	5.67	5.71	0.85	2.26	1.31	4.13	3.03	2.64	4.71	1.14	2.1	6.29	0.61	0.79	1.34	1.02	2.91	3.28	7.04	8.06	4.47	2.24	8.1	11.48	4.45	2.69	4.16	10.28	0.82	1.5	2.18	2.23	1.67	0.51	12.37	3.67	11.22	0.2	2.67	8.33	7.33	8.4
Ccnl2	0.0	20.54	5.11	37.96	0.0	0.0	36.6	82.27	35.52	0.0	35.63	0.0	16.1	64.02	0.07	0.13	1.11	33.72	60.44	59.58	0.0	1.61	19.18	0.0	0.0	60.49	0.0	0.0	50.77	34.34	0.0	57.01	0.0	0.69	15.36	1.2	169.62	28.06	0.0	7.24	0.32	46.49	77.3	76.14	0.0	6.91	54.93	19.45	0.0	4.42	0.0	0.0	46.69	10.12	0.0	8.16	21.02	15.82	6.94	22.41	15.31	7.84	13.48	12.74	21.91	9.89	13.54	40.14	23.62	33.48	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.09	67.82	67.62	63.92
Cdc14b	0.81	1.35	22.12	4.04	0.98	0.95	12.78	0.99	1.06	1.81	1.86	1.41	1.56	1.21	0.52	1.66	1.32	2.76	0.97	1.61	3.52	2.03	0.0	1.79	1.81	0.34	2.48	0.53	1.45	1.35	0.64	0.65	0.24	1.99	0.74	3.31	34.67	31.12	0.63	4.94	2.63	1.83	1.68	2.16	2.48	0.75	2.43	11.42	2.47	33.68	1.92	0.8	1.5	1.83	4.81	5.31	4.13	7.57	5.4	14.38	7.08	4.27	3.16	4.41	3.64	2.66	6.46	1.61	1.35	1.53	1.26	1.63	0.79	0.3	1.27	1.53	1.19	1.14	7.3	6.68	6.87
Crb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.35	0.0	2.37	0.0	0.05	1.07	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	2.67	2.67
Cxcl12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.42	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	2.49	0.0	0.0	0.18	0.23	0.0	0.26	211.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	16.17	34.02	16.35	7.26	64.19	1.39	13.41	3.4	0.8	5.55	11.35	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.63	48.26	49.4
Cyb5d2	3.6	0.78	1.17	14.41	0.57	0.53	1.71	0.78	1.05	2.76	0.16	1.04	0.15	0.96	0.09	0.92	1.22	129.99	0.96	1.15	1.69	4.44	2.67	65.0	1.08	0.21	0.7	0.0	1.2	1.33	0.44	0.68	0.21	133.61	9.16	0.5	76.97	5.98	24.37	85.27	0.65	1.62	0.28	1.94	2.99	0.9	0.57	11.16	2.55	0.86	0.25	1.82	84.57	67.87	2.53	21.98	10.47	7.9	11.07	12.5	21.08	2.58	11.53	1.31	11.39	10.9	10.66	49.17	0.44	0.83	0.24	6.93	0.0	5.89	0.38	0.0	1.29	0.6	13.72	13.28	12.14
Cyp4b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	180.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	5.55	0.32	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.65	0.77
D1Bwg0212e	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	35.39	6.88	0.0	0.0	0.0	0.0	0.33	0.15	32.88	0.09	17.56	0.0	0.0	0.0	0.23	0.0	0.82	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.12	30.42	0.0	13.35	50.13	0.0	0.0	0.0	0.0	0.0	20.48	0.0	0.33	0.0	0.42	0.33	2.44	0.0	0.0	0.0	10.48	1.15	12.21	0.0	1.8	6.34	0.0	6.05	4.34	1.54	3.19	0.06	0.09	1.19	3.5	0.0	0.0	0.43	0.0	0.15	0.0	0.0	33.88	0.0	0.0	0.07	24.79	27.22	25.46
D7Ertd715e	14.73	11.59	15.52	1.53	0.24	15.16	28.38	0.0	0.0	0.0	38.14	0.0	36.83	0.36	0.0	65.66	0.51	24.84	0.0	0.0	3.88	0.0	0.0	29.91	14.83	3.33	0.0	0.12	0.0	46.0	50.62	0.2	26.79	6.2	8.92	33.95	107.31	30.08	17.45	0.0	17.79	6.7	79.22	0.0	0.0	0.0	2.77	28.13	69.22	0.0	85.15	0.0	1.44	24.08	128.76	3.25	24.13	11.07	12.08	4.95	6.58	13.13	12.68	18.94	10.16	6.5	6.21	5.31	0.0	18.22	12.19	0.0	0.0	10.04	2.75	0.0	0.0	0.0	22.53	16.54	22.31
Ddx54	0.0	0.0	0.35	0.0	0.52	3.0	0.0	0.0	0.0	0.0	58.95	0.0	0.0	0.0	3.24	12.14	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	5.07	0.0	0.08	0.0	0.0	0.0	2.78	1.38	7.32	0.0	0.03	0.35	3.91	0.0	0.0	0.31	0.0	0.33	1.57	0.16	0.0	0.0	0.0	0.0	0.0	2.15	0.54	1.09	0.6	7.05	0.07	5.28	1.75	1.4	0.53	1.04	1.58	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.29	33.01	31.66
Dera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	3.17	2.74
Dmgdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	3.83	6.49	0.0	0.0	0.0	0.0	0.0	2.91	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.1	0.0	0.11	0.0	0.09	0.0	0.0	0.1	0.12	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.56	0.3
E4f1	0.0	0.0	1.61	0.0	0.0	0.0	1.16	0.0	0.0	0.14	0.19	0.0	13.54	0.0	0.07	0.06	0.15	0.12	6.35	0.0	0.0	24.06	0.04	0.0	0.13	0.06	0.0	0.0	0.08	0.87	0.14	0.67	0.13	0.34	0.0	2.29	58.93	3.47	0.11	0.0	0.0	0.17	0.97	0.0	0.0	0.59	0.0	6.07	3.38	0.0	0.22	0.0	0.0	0.0	0.0	4.7	6.68	7.88	10.94	7.36	5.71	0.43	0.1	3.31	2.44	3.28	2.82	0.0	0.0	0.13	0.22	0.0	5.58	9.34	0.0	0.0	0.0	0.1	24.44	24.95	25.34
Eaf1	0.1	0.87	0.34	0.0	0.24	0.22	0.58	0.11	0.0	0.23	0.08	0.16	0.6	0.09	50.79	15.83	0.34	0.31	0.99	0.44	1.78	0.31	0.32	0.8	0.3	0.55	0.24	55.76	0.7	0.28	0.38	1.64	0.0	0.12	0.64	0.88	29.06	0.18	0.28	0.02	0.09	0.11	0.5	0.0	0.74	0.55	0.16	0.5	0.28	0.45	1.09	0.4	0.0	0.0	0.22	0.25	6.18	0.0	0.38	0.45	8.42	2.91	4.96	0.16	6.42	4.11	3.01	0.87	0.17	0.15	0.13	0.0	0.21	0.2	0.0	0.0	1.24	6.58	14.04	14.76	13.68
Edn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	2.07	4.31
