	Calb2_tdTpositive_cell_7	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_56	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_72	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_8	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_10	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_5	Htr3a_tdTpositive_cell_17	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_102	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_17	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_31	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_48	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_67	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_16	Ntsr1_tdTnegative_cell_38	Pvalb_tdTpositive_cell_81	Rbp4_tdTpositive_cell_126	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_5	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_13	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_36	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_56	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ahsa2	0.32	0.0	3.5	0.0	0.15	0.0	304.77	285.09	0.0	0.0	13.92	41.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.12	6.55	2.28	66.18	322.56	0.0	0.14	0.0	53.32	0.0	0.0	0.65	0.0	127.93	0.0	0.0	0.02	0.0	75.07	0.0	18.0	0.0	74.21	43.77	0.0	0.0	0.0	148.76	0.0	0.0	0.0	23.2	0.0	0.09	0.06	0.08	707.88	0.0	98.99	0.17	65.91	163.99	1.66	3.59	0.0	0.0	3.56	0.0	0.0	75.01	14.87	66.31	14.97	170.14	20.1	0.26	0.0	19.48	19.48	18.08
Ankrd24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	0.06	0.0	0.0	0.0	0.0	0.0	0.0	21.34	0.72	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64	0.0	0.0	6.34	0.0	0.0	0.0	0.0	179.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.09	0.75	0.0	1.06	20.72	22.76	23.74
Anp32e	0.12	28.41	0.0	0.0	19.69	0.0	0.0	0.0	0.0	0.0	0.0	143.32	113.35	0.0	0.0	0.0	0.0	0.0	0.0	43.29	142.41	72.75	14.24	0.0	0.0	0.49	0.0	150.1	0.0	0.0	78.6	0.0	0.0	38.48	0.0	139.53	0.69	31.44	217.55	5.24	1.21	57.57	149.21	10.88	0.0	0.19	324.86	52.1	0.25	0.85	13.79	0.25	0.2	153.77	107.26	831.86	0.0	0.0	0.0	0.46	0.27	31.11	81.77	0.0	25.49	357.71	0.0	0.19	468.47	0.0	0.0	0.34	69.81	70.99	45.5	50.08	85.52	81.08	87.83
Arl8a	54.29	0.0	0.0	2.62	24.73	0.0	0.0	0.0	0.0	0.0	10.69	13.97	10.7	0.0	0.0	0.0	0.0	0.0	108.51	71.63	4.51	0.0	0.81	0.25	0.0	0.0	0.0	0.0	0.0	0.0	74.56	0.0	0.0	0.0	6.32	118.05	43.55	0.39	0.54	5.39	0.0	44.84	0.0	244.94	4.04	0.0	27.56	1.21	0.42	136.01	68.33	5.65	0.96	0.23	0.0	504.92	0.0	26.41	0.0	0.0	0.0	259.6	1.27	69.6	0.0	0.0	16.95	0.0	0.0	22.74	8.58	111.5	0.0	42.2	9.1	91.05	213.09	227.57	217.08
Atxn1l	0.07	0.0	0.35	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	14.93	24.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.02	0.0	0.0	0.12	0.0	50.01	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.34	43.52	0.0	0.0	0.0	31.84	11.08	0.0	1.22	0.06	0.0	0.0	0.04	464.39	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.82	0.0	0.0	0.0	0.0	0.0	0.07	1.4	0.34	0.0	18.86	19.25	19.94
BC027231	0.18	0.18	0.46	0.17	0.0	0.0	0.36	0.0	0.0	0.0	0.0	2.74	9.52	0.0	0.0	0.0	0.0	0.0	1.0	0.46	4.1	0.0	1.54	0.35	0.08	0.66	0.16	0.0	0.21	0.0	4.19	0.0	0.0	0.0	0.95	40.49	7.16	0.0	0.0	8.75	0.41	0.0	0.0	0.45	0.0	0.38	0.81	6.78	0.43	0.38	7.14	0.47	0.0	0.13	0.19	880.48	0.0	0.15	14.25	0.0	0.0	0.63	0.11	0.0	0.6	0.0	0.0	0.0	0.21	0.15	0.18	0.19	0.0	3.0	70.72	8.03	8.81	7.4	7.76
Bdh1	7.0	0.18	0.21	0.47	0.52	0.09	0.0	0.0	0.0	3.61	3.05	40.66	65.0	0.97	0.0	0.0	0.0	0.0	2.37	0.61	0.26	93.84	73.4	1.49	0.09	0.0	0.0	0.55	0.0	0.1	0.14	0.0	0.0	0.58	0.22	0.23	0.0	44.92	2.5	0.4	0.0	17.53	1.3	0.0	0.0	0.42	0.0	73.29	38.24	9.48	4.22	1.32	0.21	0.0	11.22	654.46	0.11	0.14	0.0	0.0	4.87	6.25	0.7	0.0	0.96	0.0	0.67	0.0	0.14	1.65	0.82	1.16	0.24	11.28	5.83	20.84	40.08	42.35	39.62
Bsn	4.53	0.05	9.42	1.58	75.31	0.06	0.0	0.04	0.0	0.0	0.2	18.28	28.82	0.03	0.03	0.0	0.01	0.0	0.24	0.0	18.71	0.1	1.02	0.0	0.72	0.02	0.07	0.01	0.0	0.06	0.34	0.0	0.05	0.0	13.84	57.38	0.39	0.06	1.14	8.35	0.06	0.02	1.32	0.0	0.0	0.11	0.15	5.36	27.78	35.26	18.84	0.04	0.13	0.0	0.09	0.22	0.02	0.16	0.13	0.08	0.05	0.13	8.86	0.0	0.19	0.08	0.09	0.1	0.0	4.7	0.02	7.19	0.25	17.76	2.39	2.69	89.93	87.69	106.31
Cadm3	3.17	0.0	0.0	0.0	8.26	0.0	0.0	0.0	0.0	0.0	17.44	47.35	11.03	0.0	0.0	0.0	0.34	0.0	70.0	0.0	7.35	19.84	1.69	0.1	32.67	0.0	0.0	0.0	0.0	0.22	1.62	0.0	0.0	0.0	3.99	0.0	0.34	0.0	0.11	1.85	0.0	13.06	0.0	0.0	0.0	0.0	0.0	0.16	9.42	7.62	12.24	0.11	0.0	0.0	3.89	32.89	0.0	0.0	0.0	0.0	43.24	0.45	35.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26	0.0	5.42	2.73	17.93	266.15	258.6	271.92
Car8	0.15	0.0	0.0	0.05	0.09	0.16	0.0	0.0	0.16	0.0	0.1	0.03	0.07	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.07	0.0	0.06	0.0	0.0	0.0	1.85	0.0	0.0	0.11	0.15	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.06	0.05	0.05	0.08	0.11	0.0	33.77	357.44	0.0	0.0	0.0	0.23	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	52.95	0.03	5.21	4.26	5.44
Ccl27b	0.0	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	0.0	107.45	6.93	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	19.92	0.0	0.0	0.0	0.0	0.0	12.08	0.0	0.0	0.0	0.0	0.0	0.0	3.43	6.85	0.77	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.43	25.58	0.47	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.52	2.83	27.11	30.63	28.29	22.96
Ccl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	968.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.41
Cdh11	55.57	15.49	1.41	5.57	16.45	0.0	2.77	33.52	0.0	1.84	10.82	14.45	62.23	0.0	0.0	0.0	0.0	0.0	56.15	468.09	20.81	119.56	0.0	0.0	3.23	0.11	59.94	0.0	0.0	17.22	0.0	0.0	81.09	0.11	1.55	26.01	0.0	4.91	11.98	1.07	0.0	1.93	333.08	0.0	0.62	7.51	0.0	0.08	53.84	83.34	40.59	19.47	24.0	0.0	0.0	1017.1	7.25	26.9	0.0	0.0	82.21	10.36	119.05	131.16	286.86	334.3	7.34	1.44	0.0	1.3	5.03	6.3	11.91	51.32	50.28	9.17	43.59	39.82	42.37
Cecr5	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	4.48	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.03	0.0	36.17	0.16	0.0	30.25	0.0	0.0	0.0	0.0	0.0	12.54	0.0	0.18	0.0	0.0	0.68	0.23	0.18	0.0	0.0	1005.12	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.56	0.37	0.32	0.45	0.0	0.0	0.0	0.0	8.74	0.11	1.69	29.07	29.94	31.01
Celsr2	41.24	3.5	46.34	2.04	26.15	0.0	0.0	0.0	0.0	0.0	23.29	22.6	11.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29	6.84	0.0	1.74	0.0	0.0	0.0	0.0	0.0	3.21	0.0	0.0	0.0	9.26	73.37	0.64	0.0	0.13	1.86	0.03	9.19	0.0	0.0	0.2	0.0	2.31	6.95	1.23	3.78	10.88	0.02	0.03	0.0	0.06	1.02	0.0	0.0	0.03	0.0	0.73	0.09	3.66	0.0	0.0	0.0	0.0	0.0	0.0	66.52	34.95	1.46	0.05	14.01	31.57	23.52	73.45	73.3	82.99
Chrac1	0.23	0.0	0.0	397.9	194.49	485.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	0.0	3.26	0.0	0.34	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.71	78.83	478.77	0.35	0.0	0.0	65.38	0.0	45.78	0.0	546.13	0.0	0.0	0.0	79.25	87.22	0.0	109.15	0.29	0.4	1378.71	669.4	1308.4	0.0	0.53	0.0	0.0	0.0	0.0	0.4	0.0	57.75	0.0	0.0	0.0	0.0	363.21	0.0	0.0	27.64	119.31	61.4	113.22	22.6	23.65	27.77
Creb3l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.06	0.0	0.3	0.0	0.0	2.18	2.5	2.73
Cstf1	0.1	107.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.53	22.52	0.0	0.0	380.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.21	0.0	0.0	0.0	64.88	1.71	58.92	161.71	5.58	0.0	581.39	0.0	95.36	0.0	0.0	0.0	0.0	28.15	39.48	3.94	51.62	326.86	0.36	0.0	0.33	1208.68	0.0	0.24	0.0	0.0	0.0	352.38	0.55	0.0	0.0	0.0	0.39	0.0	0.0	0.0	339.34	191.92	0.0	62.89	0.07	0.0	26.48	29.31	25.64
D430042O09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.05	0.0	0.0	271.77	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69	0.0	0.0	12.92	11.04	12.62
Dcx	58.31	37.88	0.0	0.0	0.13	0.0	0.14	0.8	0.0	0.01	10.83	1.61	0.06	0.1	0.16	0.0	0.0	0.0	0.11	0.05	0.05	0.0	63.72	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.0	0.0	0.0	0.04	3.77	26.88	0.0	0.08	0.23	0.0	0.05	0.07	0.0	0.0	0.2	4.46	0.04	12.35	3.64	11.91	0.09	0.26	0.04	1.95	565.57	0.0	0.05	0.0	0.11	0.18	0.21	0.03	0.06	0.0	0.05	0.01	0.07	0.0	0.05	0.06	0.06	58.99	4.21	3.19	9.0	16.93	15.75	19.0
Dhcr7	80.81	0.0	0.0	44.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.66	30.56	0.16	0.0	0.0	0.0	0.0	0.0	541.29	2.96	0.0	96.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.42	0.0	0.0	0.17	2.71	0.0	24.44	36.04	31.27	0.46	392.82	0.39	0.0	7.47	0.0	0.0	0.0	48.29	51.13	0.0	13.78	46.53	0.0	0.0	268.86	1435.27	0.0	161.63	0.12	0.0	0.0	33.03	0.12	0.0	0.71	0.0	621.11	0.0	0.0	28.63	2.08	0.0	0.0	28.46	21.28	1.26	27.41	29.23	29.58
Diap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	1.14	0.0	0.0	0.0	96.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.45	0.58
Dlg2	16.95	4.31	88.46	146.65	76.88	0.0	0.0	0.0	0.0	0.0	24.68	92.41	21.55	0.0	0.0	0.0	0.0	0.0	106.14	0.0	0.69	3.53	8.22	2.15	6.06	0.0	0.0	0.0	0.0	0.0	7.62	0.0	0.0	0.0	29.03	21.76	68.39	42.47	22.74	4.07	0.0	38.16	0.0	0.0	0.0	0.0	1.03	141.25	41.04	70.57	32.11	0.0	0.04	0.0	0.04	71.67	0.0	2.23	0.09	0.0	0.0	0.19	2.53	1.73	98.01	0.0	0.0	0.0	0.0	91.43	5.4	3.46	9.79	25.39	70.43	50.1	164.86	151.24	164.22
Dnaja3	22.87	199.29	0.0	0.0	0.0	0.0	0.0	0.0	23.18	0.0	5.15	22.19	54.48	0.0	0.0	40.85	0.0	0.0	50.33	11.33	1.95	138.74	0.17	0.17	0.0	0.19	0.0	0.0	0.0	0.0	85.64	0.0	0.0	53.99	4.68	37.91	24.63	62.23	34.21	35.66	0.0	0.87	31.17	88.94	0.0	0.0	0.0	63.73	44.06	92.89	37.11	65.69	0.38	13.26	0.23	920.8	31.95	0.17	0.0	0.0	0.0	123.31	7.77	27.53	0.0	199.33	0.26	0.24	0.0	0.67	0.0	0.44	13.84	32.52	131.48	30.44	55.29	55.41	53.11
