	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_53	Chat_tdTpositive_cell_1	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_18	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_11	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_16	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Nos1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_45	PvalbF.Gad2_tdTpositive_cell_33	Rbp4_tdTpositive_cell_81	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930540M03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933406J10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
6530439I21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	534.82	4.58	2.26	0.0	3.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.6	0.66
9530051G07Rik	0.0	0.0	0.0	24.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.15	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.0	1.61	0.0	0.0	4.25	0.0	0.0	0.0	0.08	0.08	0.47	0.29	0.46
9530080O11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	11.56	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37	0.0	16.55	0.0	2.82	9.13	3.88	2.77	3.45	3.24
A430071A18Rik	0.0	0.0	0.0	34.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.38	0.0	0.0	0.0	0.0	0.0	19.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1213.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	1.42	1.33	0.0	0.3	0.0	0.23	0.21	0.43	0.0	0.0	2.13	0.26	0.16	0.18
AU041133	0.0	0.0	0.0	0.88	19.91	0.0	0.0	118.41	0.27	0.0	3.65	2.65	0.0	0.0	0.0	0.0	0.0	43.38	0.23	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	141.5	0.0	990.95	37.07	0.0	229.61	8.46	0.0	0.16	0.0	0.0	1006.72	0.13	0.24	0.0	0.0	0.0	0.14	0.16	0.0	0.42	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	32.48	13.2	33.54	2.3	2.07	47.26	24.32	24.62	13.55	23.2	13.87	16.16	3.87	2.13	3.25
Acly	0.0	0.0	0.0	38.13	60.03	0.0	0.0	367.21	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.63	0.0	40.46	31.87	392.46	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	376.05	33.35	116.52	0.27	29.42	0.0	0.0	0.0	0.27	548.9	0.16	31.74	0.0	0.0	15.9	0.88	0.28	0.08	0.0	0.17	109.41	0.0	0.0	0.0	318.85	148.88	273.25	0.0	0.0	362.53	45.6	29.21	15.07	15.18	38.49	53.63	50.68	21.14	23.64	35.47	34.9	39.6	111.13	110.2	109.44
Adamtsl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	4.26	4.85	6.1
Adcy1	0.0	0.0	0.25	13.31	17.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18	44.72	0.0	0.05	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	20.37	45.19	22.78	0.0	0.0	0.0	0.0	0.1	0.06	0.0	0.0	0.0	0.04	0.03	0.07	0.04	0.02	0.09	0.02	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.81	36.15	48.06	34.32	43.89	51.06	41.72	40.99	54.26	51.82	49.75	57.0	224.96	212.91	233.52
Adnp	0.0	0.0	66.28	23.41	43.8	0.12	0.0	0.0	228.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.8	0.0	20.97	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.47	4.0	116.09	22.5	0.14	36.97	0.0	176.63	245.23	0.0	0.0	0.0	0.12	0.09	0.0	35.69	0.11	0.0	0.22	0.0	0.29	0.0	0.1	19.52	6.0	104.84	0.0	0.0	0.0	17.35	16.05	29.07	6.5	17.06	10.66	11.01	12.93	20.29	16.63	15.3	15.08	76.15	75.6	70.89
Adra1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	3.36	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.72	0.0	33.16	35.83	37.26
Aebp2	15.75	0.0	10.55	10.67	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.19	27.94	0.0	0.2	1.44	125.2	0.0	0.0	120.15	0.0	0.0	0.0	10.5	3.3	81.76	19.46	0.0	0.0	0.0	0.2	325.31	0.12	0.0	0.0	0.0	0.0	0.0	0.07	0.12	0.04	0.12	0.0	0.0	0.0	45.37	0.0	0.0	0.0	0.0	7.07	125.73	10.76	7.93	6.19	17.24	12.21	12.14	13.63	10.02	10.08	9.99	7.8	11.11	51.86	50.5	51.73
Akr1c20	0.0	0.37	0.0	0.0	0.48	0.0	0.0	1.93	0.0	0.64	0.0	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.3	0.0	0.0	0.0	0.0	2.8	0.0	0.0	1.39	0.0	0.87	0.97	0.94	1.5	0.0	1.1	0.0	0.94	7.57	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.38	0.0	0.11	0.0	0.19	0.18	0.0	0.53	0.72	0.4	0.8
Aldh2	0.0	0.0	0.0	2.04	31.42	14.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	3.29	0.0	20.59	1.28	0.0	0.0	0.0	0.0	2.57	0.0	2.55	0.0	0.0	0.0	4.34	12.13	0.0	7.67	0.0	0.0	0.0	0.0	571.17	0.16	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.58	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	3.42	5.95	6.02	1.69	1.91	1.83	6.11	0.67	0.68	2.35	1.11	74.65	73.82	71.96
Anks1b	0.0	0.0	4.97	49.16	27.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	13.16	68.48	0.18	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.13	1.36	37.14	70.5	57.45	0.15	0.07	0.08	0.0	0.28	0.15	0.0	0.04	0.0	0.1	0.0	0.06	0.18	0.11	0.0	0.06	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.7	44.81	55.26	37.1	32.05	62.27	47.22	43.15	49.66	39.65	38.52	38.4	136.15	132.0	139.16
Arhgap11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.25	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.18	0.34	0.21	2.09	2.23	2.25
Arhgap27	0.0	0.0	0.0	0.0	6.44	0.0	0.0	0.0	0.39	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	77.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	1.11	0.28	0.0	0.0	8.38	7.04	0.07	15.32	3.28	9.9	8.52	10.7	13.15	11.66
Arhgef10l	0.0	0.0	0.0	0.0	0.0	67.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.45	0.0	0.24	5.05	0.0	2.93	0.0	0.0	0.0	0.0	153.29	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	28.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	2.25	0.0	0.23	3.73	0.52	1.4	0.0	0.34	0.08	1.18	26.99	30.38	29.12
Arl6ip4	0.0	0.0	0.0	102.54	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.28	0.0	0.0	62.06	75.99	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.44	36.16	0.0	20.73	0.0	0.0	0.0	0.0	359.59	0.31	26.96	0.0	0.0	0.0	0.0	0.36	0.15	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.59	31.5	24.78	14.78	24.14	0.26	49.99	28.22	25.38	11.7	25.47	36.89	48.06	56.45	48.35
Aste1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	541.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.13	0.0	0.0	0.0	0.0	0.0	0.0	47.51	0.0	0.0	0.0	0.39	0.0	10.29	14.98	11.9	5.24	1.91	7.9	0.41	4.89	6.5	4.09	5.86	5.03	6.46
Atp2b1	189.37	120.83	43.88	22.87	496.32	0.0	0.19	0.0	0.04	37.63	14.18	16.77	11.07	0.0	0.0	24.15	0.47	0.0	0.0	32.81	557.63	1.03	20.76	5.23	0.13	76.03	0.0	98.24	212.54	3.57	0.0	20.49	463.9	222.7	236.81	13.37	0.14	0.0	0.0	342.08	4.47	0.0	0.03	0.0	1.09	0.78	5.47	31.74	0.32	0.67	0.24	0.5	0.28	0.0	44.52	106.96	0.0	0.0	0.0	2.87	549.86	524.22	564.19	545.99	437.9	435.72	534.67	423.36	450.35	532.17	401.54	376.73	296.03	263.29	297.77
BC017647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.74	0.0	0.0	0.0	249.94	0.0	0.0	21.09	0.0	0.0	193.33	0.0	0.0	4.66	0.21	0.0	0.0	0.0	93.25	0.0	117.27	0.17	192.5	0.0	0.0	0.0	0.15	6.83	0.0	0.0	0.0	0.0	613.57	0.09	0.0	0.0	0.0	0.0	0.09	0.0	169.77	0.0	0.09	0.07	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63	13.28	8.47	11.33	6.65	4.53	6.68	2.51	4.86	11.83	5.46	8.35	22.47	21.83	21.16
BC053749	1.4	0.0	0.0	0.43	0.0	0.0	0.12	0.0	0.19	0.0	0.0	0.82	0.0	2.95	0.83	0.0	0.0	0.61	0.53	0.21	0.0	0.4	0.0	1.13	0.77	0.16	0.56	0.0	0.0	1.5	1.33	0.15	0.0	0.25	0.93	3.05	0.71	0.0	0.53	14.12	0.69	1.08	0.0	0.5	3.06	2.2	2.63	1.36	0.65	2.02	0.26	0.97	0.0	0.0	0.24	0.42	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.12	0.27	1.34	0.0	1.37	0.25	0.0	0.15	0.14	2.11	2.49	2.3
C1ql1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.88	15.02	14.37
C80913	0.0	0.0	0.35	23.09	9.43	0.0	2.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	18.07	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.79	0.0	13.37	17.85	0.0	0.0	0.0	0.0	432.02	0.41	0.0	0.0	0.0	0.13	0.0	87.86	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.07	26.02	15.64	16.09	9.06	27.0	19.36	11.09	5.06	16.01	16.58	13.32	43.26	41.45	42.53
