	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_53	Chat_tdTpositive_cell_1	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_18	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_11	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_16	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Nos1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_45	PvalbF.Gad2_tdTpositive_cell_33	Rbp4_tdTpositive_cell_81	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Stx16	22.14	0.13	102.12	1.73	10.45	0.0	0.0	0.0	0.12	6.07	0.0	0.0	0.0	0.24	0.0	0.0	0.37	0.77	0.17	10.18	0.47	0.0	0.0	0.69	0.21	1.31	127.15	0.82	0.0	0.0	0.0	0.31	0.32	0.0	9.77	0.0	0.09	0.21	0.0	799.42	0.1	0.0	0.0	0.0	67.98	0.0	0.0	1.25	1.46	0.0	0.08	1.56	0.13	0.0	30.32	0.0	1.34	0.66	0.17	65.42	8.18	4.87	12.73	2.18	2.29	9.86	9.24	3.63	1.98	9.89	11.73	7.34	62.49	61.21	64.02
Supt4h1	0.0	0.0	214.82	150.41	360.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.06	148.12	0.0	0.95	0.0	0.0	0.0	39.99	0.0	0.0	0.0	0.0	117.98	164.52	440.54	324.8	1.04	1.5	0.0	323.9	1128.73	2.16	0.0	5.04	0.0	0.0	26.03	0.63	518.18	0.0	0.57	0.0	0.0	10.05	0.0	274.52	0.0	0.0	0.0	736.92	0.0	366.29	403.55	258.31	292.45	346.44	282.99	295.48	346.59	259.17	293.19	296.29	341.4	85.89	88.17	86.53
Tbc1d10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.96	0.0	0.14	0.0	0.17	0.0	0.0	179.3	0.0	0.35	0.0	0.0	0.0	0.0	49.74	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.99	1.96	4.91	0.0	0.0	4.3	3.15	1.63	4.4	28.59	34.21	29.19
Tfg	0.0	0.0	0.0	95.48	67.19	0.6	564.96	0.0	0.0	0.0	0.0	0.38	0.0	0.0	1.01	1.91	0.0	0.0	0.0	242.96	46.44	0.0	616.65	0.71	0.0	0.0	18.19	24.91	3.86	0.0	0.0	105.4	156.57	0.0	163.9	0.0	0.18	689.66	0.0	1047.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.29	1.34	49.96	0.0	0.0	0.28	0.0	71.73	139.26	325.74	7.04	0.0	115.1	91.22	87.06	104.84	126.68	49.56	136.41	51.05	62.26	68.61	70.04	61.32	65.21	62.57	58.13
Tgfb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	9.45	0.18	0.0	0.15	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	1.05	14.87	0.51	11.33	0.0	0.17	9.41	10.96	9.74	7.59	3.47	9.16	9.81	9.65
Tmem170b	315.35	0.0	73.89	27.41	48.26	16.92	4.63	0.0	0.0	0.0	0.03	0.07	166.16	0.0	0.0	0.05	0.0	94.64	0.08	135.84	177.5	0.11	0.0	230.5	173.76	0.06	0.0	170.83	339.36	280.86	0.17	26.08	72.8	185.75	73.5	217.78	1.01	5.08	0.0	1565.49	0.48	0.73	64.95	153.37	0.0	1.65	0.51	155.45	346.45	3.15	370.5	0.79	0.06	0.07	0.0	0.0	580.42	414.18	0.09	0.17	138.99	88.96	154.07	60.25	82.27	111.02	134.4	41.82	109.54	368.95	176.11	174.4	30.02	25.66	29.61
Tmem192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	3.9	0.0	8.06	0.0	0.0	0.0	0.0	754.87	0.37	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	5.91	0.0	1.81	1.55	0.0	0.0	1.9	1.55	2.19	9.14	1.91	26.81	29.17	27.31
Tmem65	0.0	0.0	3.01	1.33	2.41	0.0	0.0	0.0	0.0	0.0	8.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.32	7.75	0.0	0.0	0.34	0.0	0.0	0.0	0.0	15.18	0.0	0.0	51.04	0.0	16.32	20.08	0.0	0.09	0.0	0.0	101.71	0.0	0.0	0.05	0.0	0.0	0.03	0.23	0.15	0.0	0.0	0.08	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	14.56	9.41	7.93	5.72	10.64	0.7	2.39	5.79	7.65	7.72	10.72	81.68	80.63	77.09
Tnip2	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	11.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	374.4	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.19	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.31	0.18	0.0	9.15	0.17	0.0	2.65	3.18	0.0	1.53	5.12	5.17	17.16	18.87	16.59
Tppp	0.0	0.0	15.44	103.25	198.11	0.0	0.0	0.0	55.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.73	101.31	0.0	2.63	0.49	0.19	0.0	0.0	0.0	0.0	0.0	0.35	81.97	185.18	74.91	50.62	0.26	1.0	0.07	0.0	630.2	0.75	0.0	0.0	0.0	0.0	0.55	0.81	0.48	0.15	0.29	0.06	0.14	0.4	0.0	0.15	0.6	0.0	0.0	0.12	0.0	137.44	103.11	173.12	104.68	110.37	147.82	131.91	75.32	87.7	190.78	162.58	186.03	324.41	303.85	324.15
Trim21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	1.64	2.1	1.69
Trim47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.68	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549.37	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	3.74	3.68
Trrap	0.19	0.0	1.55	5.35	9.49	0.05	0.0	0.22	0.0	0.03	0.0	0.27	0.0	22.9	18.07	3.87	11.17	21.49	0.92	5.52	5.8	0.07	0.0	81.66	39.16	33.67	0.0	0.75	123.87	11.62	0.05	0.0	0.1	10.02	11.52	0.0	11.79	3.18	0.0	123.7	0.06	90.79	0.0	0.0	0.0	25.22	0.29	0.04	0.04	0.0	0.38	74.99	0.03	3.51	0.0	0.08	37.38	0.0	0.0	0.0	8.78	9.65	10.28	7.93	6.28	9.1	10.24	6.16	5.0	11.05	5.32	7.58	48.39	44.3	50.87
Ttc15	1.53	0.0	2.52	35.59	34.1	0.0	0.0	0.0	0.0	12.5	0.0	0.0	2.37	0.0	0.0	0.19	0.0	0.0	0.0	14.52	3.32	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.41	60.36	8.49	8.27	0.0	0.1	0.0	0.0	527.63	0.24	0.0	0.0	1.71	0.0	0.11	0.0	0.11	0.09	0.0	0.0	71.95	7.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.9	28.47	12.49	44.02	27.93	50.41	39.76	32.44	33.5	32.7	33.38	28.14	59.74	63.17	59.81
Ubash3b	0.0	0.0	70.3	0.0	0.0	0.0	0.0	0.0	345.72	0.0	0.0	0.0	64.37	0.0	0.0	0.38	0.42	0.0	0.0	0.0	0.32	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	5.24	129.83	0.1	0.0	242.53	518.27	4.64	48.09	0.0	0.0	0.0	21.57	0.0	0.05	0.0	0.11	0.0	0.0	0.0	70.34	0.0	0.0	545.74	0.0	0.0	0.0	0.11	11.33	7.1	0.0	5.61	0.0	1.5	3.88	7.13	2.11	5.08	2.99	19.05	20.02	21.44
Ube2i	0.0	0.0	320.68	138.94	40.48	0.0	0.0	0.0	163.28	0.0	14.16	0.0	137.15	0.0	0.0	0.0	0.0	0.0	2.38	182.96	37.1	264.86	101.84	782.73	36.48	6.26	175.39	0.0	0.0	0.0	0.24	0.69	66.11	194.64	66.58	17.41	197.12	0.0	0.0	822.83	521.63	156.07	190.44	0.0	0.0	0.42	0.66	0.28	75.66	0.44	0.23	165.04	0.16	303.56	0.0	63.52	151.51	1.69	68.92	331.01	114.68	102.94	165.21	105.31	129.79	112.68	99.21	115.91	130.47	47.41	86.61	90.28	162.99	162.65	159.88
Ufsp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.64	0.0	5.4	0.0	0.0	0.0	0.0	61.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.34	0.0	0.0	0.0	9.71	9.29	10.24	13.66	4.67	1.44	3.26	12.88	16.25	13.1
Utp11l	487.43	191.01	0.0	41.28	48.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.85	0.0	64.28	146.81	0.0	594.16	739.69	0.0	0.0	0.0	423.78	727.24	0.97	877.52	0.77	132.17	0.0	91.63	1.46	0.0	0.0	0.0	1009.84	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.28	0.0	2.8	0.0	0.0	0.0	0.0	489.71	0.0	0.0	0.0	0.0	73.05	55.24	41.76	79.3	41.04	59.75	48.04	70.86	21.61	55.51	58.31	52.02	24.33	26.33	28.86
Utp20	0.0	0.0	0.0	0.0	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0	42.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4	0.0	0.0	0.0	0.0	0.0	9.31	1.92	0.0	0.0	0.0	0.39	0.41	0.0	3.94	0.0	5.43	0.0	0.0	129.87	0.0	6.12	0.0	0.0	0.0	21.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	1.96	4.85	6.35	3.13	3.35	6.53	4.89	1.79	3.69	1.65	2.4	9.8	9.18	10.39
Vegfb	0.0	0.0	0.0	21.75	0.0	0.0	13.45	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	83.59	56.63	0.0	0.54	0.0	0.0	0.0	0.0	171.14	0.0	0.0	0.53	0.0	3.48	0.0	7.44	0.0	0.0	0.0	374.96	415.42	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.15	0.0	0.32	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.28	0.0	1.86	13.74	4.96	3.26	5.02	9.41	7.76	6.52	0.0	2.39	6.0	7.87	69.79	81.7	75.72
Vmn2r81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.18	0.07	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wapal	0.0	0.0	0.0	4.15	2.47	0.0	14.84	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.13	0.0	7.22	0.0	0.0	123.61	0.0	0.0	0.0	0.15	0.0	0.14	5.71	0.0	0.0	14.88	0.0	175.07	0.0	0.0	49.42	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	6.28	252.01	8.75	1.63	3.11	8.02	4.89	7.91	4.65	3.29	7.36	4.86	5.66	4.66	21.96	19.7	22.73
Wdr24	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	5.58	0.0	15.67	0.0	0.0	0.0	0.0	836.84	0.11	0.0	0.0	0.0	0.0	0.68	0.13	476.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.48	7.0	20.64	17.61	29.45	6.09	8.3	0.79	12.39	21.6	13.3	19.69	21.56	21.33
Zfp143	0.0	0.0	346.16	3.61	95.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.12	38.27	0.0	0.0	0.0	0.0	0.0	0.0	5.89	0.0	0.0	0.0	188.04	12.87	0.0	0.0	0.0	0.0	508.12	0.12	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	31.86	9.49	21.06	17.71	33.9	30.84	17.29	11.02	33.77	20.06	19.83	33.24	8.67	7.55	9.49
Zfp169	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.27	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	2.53	2.3	0.3	0.0	0.0	0.0	61.66	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19	0.67	1.88	4.29	0.09	3.93	13.7	3.51	0.46	1.68	2.9	2.66	8.57	7.91	8.24
Zfp513	0.0	0.0	0.0	16.27	0.24	0.0	0.0	35.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.68	5.24	0.0	0.0	0.55	229.5	0.0	0.0	0.0	0.0	0.0	8.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.89	0.0	0.0	1.72	0.16	2.11	0.0	0.39	6.59	3.27	8.33	0.23	2.35	0.81	2.65	2.21	21.38	25.5	23.87
Zfp618	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.37	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	1.98	2.5
Zfp619	134.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.21	0.0	1.8	0.0	0.0	617.12	0.17	1.52	0.0	0.0	2.23	0.49	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	78.38	0.0	0.0	0.94	0.12	1.72	3.33	2.52	1.49	0.0	0.09	0.0	3.61	0.46	2.3	2.66	2.41	2.75
Zfp653	0.0	0.0	0.0	0.0	29.22	1.88	0.21	0.0	0.0	0.0	0.0	0.65	0.0	0.0	8.33	0.0	0.0	0.0	7.93	0.0	19.58	0.4	0.0	0.6	0.0	0.0	0.57	1.85	0.0	0.0	0.0	0.51	0.0	0.0	0.25	0.0	0.0	0.0	0.0	319.96	0.0	5.67	0.0	0.0	0.0	0.0	0.59	3.74	1.47	1.06	0.95	0.0	2.72	5.43	0.0	0.0	0.0	3.18	0.0	0.0	0.17	0.34	0.64	3.98	1.13	1.86	3.15	0.52	0.47	2.28	0.66	1.82	18.56	21.26	19.22
Zfp715	0.0	0.0	0.0	3.94	4.18	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.14	7.72	0.0	0.0	0.0	0.0	0.0	181.72	0.0	0.0	0.21	0.0	0.0	20.25	0.0	8.4	0.0	0.0	0.0	0.0	411.39	0.17	0.0	0.0	10.21	0.0	0.08	0.02	0.0	3.28	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.94	28.91	22.83	5.99	7.28	17.26	19.37	3.31	11.69	23.18	10.11	17.27	18.19	16.38	18.05
Zfp790	0.0	0.0	0.0	4.3	1.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	39.73	0.0	3.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	23.69	0.3	0.07	0.0	0.0	79.64	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.11	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	2.16	24.93	9.39	11.93	16.2	11.1	9.78	10.98	16.06	14.46	11.16	10.41	9.48	9.63
Zfp945	0.0	8.08	0.0	25.02	1.78	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	1.05	0.0	0.0	0.0	0.08	116.35	0.09	0.0	0.0	0.0	0.09	0.0	1.98	0.0	8.15	0.0	194.33	0.0	0.0	579.43	0.27	0.0	0.0	0.0	0.0	0.08	0.0	0.03	6.69	97.11	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.59	5.72	12.63	5.64	7.31	10.57	14.99	2.95	14.0	11.07	9.38	11.7	6.06	4.83	5.5
Zfp956	199.68	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.66	0.0	19.98	0.0	0.0	0.0	0.0	794.89	0.13	0.0	0.0	0.0	0.0	80.58	0.0	0.13	0.09	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04	10.36	26.06	16.56	0.73	1.2	24.52	0.0	8.49	13.94	8.23	18.73	18.73	20.12	19.04
Zmiz1	9.95	0.0	0.0	18.89	10.27	0.08	0.0	0.0	0.18	0.0	0.0	0.0	66.07	0.0	0.0	0.0	1.95	0.04	0.0	1.1	0.78	468.85	0.0	0.5	0.0	41.65	0.0	0.0	0.0	0.0	0.0	0.14	38.73	8.65	9.58	0.0	5.62	177.59	0.95	297.24	0.05	0.0	0.0	0.0	0.0	0.05	0.05	0.02	20.51	0.1	0.0	0.0	0.7	0.0	128.09	2.82	0.0	0.0	157.88	58.6	9.27	23.27	25.7	22.87	14.45	28.79	18.87	18.29	16.6	17.36	16.51	21.26	48.24	46.87	51.98
Zscan21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	729.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	16.36	0.93	938.19	0.0	0.0	1295.76	0.48	444.04	0.0	181.74	0.0	0.16	0.0	0.24	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.08	7.92	50.22	39.22	31.94	23.88	76.17	36.57	40.71	40.56	41.3	32.84	14.24	17.25	14.37
c14_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.83	0.0	0.0	0.0	0.0	65.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	20.97	0.0	6.93	0.0	0.0	7.75	0.0	10.37	13.69	13.41
mt_AK142726	1432.15	1311.41	955.65	716.07	452.26	51.02	0.0	814.67	1460.17	846.84	223.08	0.0	166.05	7.02	246.27	0.0	129.44	0.0	125.54	749.3	808.16	560.2	0.0	3702.89	135.84	589.39	1.76	107.5	411.19	369.66	1434.01	1364.31	530.11	1080.51	481.29	643.77	1419.71	229.12	72.43	3548.84	0.0	1553.59	288.09	0.0	81.19	96.71	21.22	32.44	4.35	873.83	594.56	275.41	20.71	1030.69	0.0	0.0	679.67	0.0	1286.11	975.35	381.2	304.76	380.21	514.31	348.56	426.61	255.88	484.53	418.08	621.23	666.77	629.98	1437.91	1307.64	1430.14
