	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_15	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_22	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rccd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.65	0.0	0.0	0.0	0.0	25.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	1.05	0.13	0.0	0.3	9.13	9.4	10.3
Rhobtb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	4.2	3.96	4.07
Rian	206.57	166.47	16.85	76.67	44.79	14.58	141.93	131.79	91.03	4.42	79.48	90.8	82.54	19.09	1.77	0.13	135.27	16.79	64.38	26.44	3.81	5.26	107.85	47.3	31.77	207.2	24.63	0.56	18.53	183.8	181.34	297.52	89.16	47.8	73.88	10.04	107.64	123.37	145.71	11.9	31.46	98.17	172.77	268.03	116.94	256.21	62.99	22.08	103.57	202.85	17.68	133.89	324.66	100.02	10.17	187.78	176.04	90.74	18.61	36.04	0.43	108.93	1.78	17.77	82.95	376.39	0.27	104.3	117.18	51.63	69.11	86.15	79.97	67.76	439.96	415.61	429.09
Rmi1	0.18	0.63	0.23	0.75	0.84	0.15	1.25	0.56	0.0	0.15	0.0	1.36	0.14	0.13	0.0	0.52	0.13	0.14	2.05	1.31	0.0	0.28	0.0	1.51	0.01	0.0	0.4	3.38	0.37	0.14	0.24	0.0	10.68	1.79	0.51	0.0	0.0	7.63	0.36	0.27	0.0	0.32	0.74	0.11	0.0	182.18	2.09	0.76	0.92	0.94	1.07	1.02	1.88	0.0	0.27	0.14	0.9	1.47	1.48	5.35	0.72	1.42	0.22	0.05	2.24	0.12	0.0	0.28	0.3	7.04	6.69	4.79	4.77	6.2	12.7	10.42	11.6
Rps15a-ps4	49.45	12.11	38.83	61.45	0.0	9.6	20.63	6.58	7.26	8.65	35.24	1.69	12.11	17.23	0.0	24.58	16.95	18.25	0.0	23.36	54.69	0.0	6.36	117.55	0.09	5.17	13.81	19.3	31.49	29.97	15.0	0.0	8.98	22.9	12.16	13.77	8.54	65.08	18.59	4.88	0.0	0.0	27.55	8.04	7.66	16.34	2.05	12.01	46.94	20.8	17.86	7.8	163.87	8.05	8.44	0.63	42.08	19.86	12.59	50.02	8.11	31.83	0.0	4.95	0.0	0.0	14.81	33.44	17.17	19.29	10.12	11.46	18.24	10.86	23.06	19.89	20.9
Scarna3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	2.48
Sertad2	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	87.01	26.79	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.92	0.16	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.7	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.13	3.9	5.8	2.86	15.77	15.71	15.34
Slc25a34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	5.69	5.58
Slc9a8	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.79	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	26.76	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.93	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	9.71	0.0	0.0	132.99	0.0	0.0	0.0	4.28	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.67	3.02	8.02	0.33	7.08	6.58	2.9	23.52	25.29	23.82
Srrm3	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	16.05	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.1	0.0	0.0	0.25	0.0	0.93	0.66	1.36	0.78	1.05	33.91	36.39	36.64
St8sia6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.06	1.16
Synpo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.74	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	81.82	0.27	0.12	0.0	0.0	0.26	0.0	0.0	0.0	0.11	0.0	6.89	18.09	11.22	12.12	17.75	115.12	119.16	107.25
Tapbp	0.84	1.07	0.15	0.0	0.93	0.5	0.96	4.32	7.85	0.2	0.47	2.67	0.25	0.0	0.0	0.23	1.28	1.54	0.7	0.0	0.0	2.94	0.52	0.66	63.02	1.78	0.57	0.21	1.22	0.88	0.19	31.37	45.06	5.64	0.41	0.61	0.0	3.71	0.0	0.65	0.58	0.24	1.15	0.49	0.62	0.36	0.0	0.0	72.16	1.9	0.63	1.02	149.97	0.0	6.04	2.71	1.05	0.61	0.24	0.0	0.35	1.6	0.0	0.23	0.22	0.42	0.27	0.2	0.0	12.9	10.75	8.2	10.18	11.43	21.33	22.67	21.53
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbxa2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.93	1.01
Tm7sf3	0.28	1.19	0.25	0.0	0.0	0.0	0.37	0.15	0.2	0.16	0.0	0.0	2.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	1.17	0.0	0.6	0.0	0.0	0.15	0.0	2.73	0.0	0.0	0.0	0.0	0.0	0.43	0.0	75.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	202.36	0.0	0.74	0.73	0.0	0.5	0.0	0.0	7.06	0.0	0.0	141.62	0.0	0.0	0.0	0.0	0.32	2.82	1.56	3.05	4.35	7.0	28.74	34.41	34.58
Tmod3	61.82	18.43	35.4	30.15	5.76	14.88	43.09	14.81	3.34	21.38	20.69	25.43	7.78	1.03	20.11	0.91	6.02	1.43	12.16	4.18	34.28	10.8	1.39	67.34	21.5	4.24	19.54	3.29	2.75	31.08	19.52	30.92	31.49	21.03	45.74	3.02	0.77	2.35	4.53	75.58	0.0	26.87	3.45	77.22	1.4	5.91	3.31	5.57	0.82	3.23	1.07	3.23	120.11	8.43	29.85	19.48	2.14	42.94	3.71	3.43	1.92	1.36	4.6	77.88	21.58	4.47	1.82	1.01	2.4	39.41	26.16	26.5	34.25	28.01	22.56	19.83	19.47
Tnc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	1.95	2.62
Treml2	0.0	0.0	0.09	0.0	0.0	0.12	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.1	0.05	0.11	0.11	0.0	0.0	0.0	0.19	0.07	0.1	0.0	0.0	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.28	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.06	0.27	0.0	0.0	0.11	0.0	0.07	0.06	0.0	0.15	0.0	0.35	0.38	0.4
Trim11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	11.24	0.0	0.0	0.0	0.0	0.0	123.76	0.0	0.0	6.93	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	0.0	0.0	0.0	0.23	131.81	0.0	0.0	0.0	0.0	114.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	4.41	2.8	2.15	0.62	24.3	26.66	25.27
Trim6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.24
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.05	0.05	0.05
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vgll4	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.36	145.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.24	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	22.35	20.03	22.6
Wdr17	103.75	0.0	20.82	0.0	35.89	0.0	0.0	0.0	0.0	40.01	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	11.26	44.04	0.0	0.0	0.0	0.78	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	0.0	0.0	0.0	0.0	16.0	0.0	96.69	0.0	0.0	0.0	0.0	0.0	1.97	0.08	0.0	2.23	0.04	121.1	0.0	0.0	0.12	0.11	1.33	0.0	3.22	0.0	0.0	0.19	0.05	0.09	10.1	0.0	44.52	89.07	19.09	24.31	20.12	11.14	14.75	25.12	22.97	22.66
Zbtb17	62.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	96.67	49.77	0.0	117.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	3.58	0.0	0.14	0.0	0.83	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	154.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	5.4	3.74	6.52	7.09	25.11	26.02	25.58
Zfp444	57.3	3.87	0.06	98.6	72.03	1.51	8.44	0.89	0.22	1.2	1.11	0.86	0.37	18.8	0.86	0.45	208.63	4.79	1.72	213.99	0.0	1.12	1.03	0.53	47.92	0.93	0.46	1.12	0.0	0.11	0.53	0.76	0.69	2.3	1.29	0.68	0.72	3.67	0.45	1.48	3.1	4.33	0.41	0.0	202.78	0.0	1.53	1.42	0.39	0.0	2.79	0.38	324.23	2.02	0.0	0.38	0.0	1.18	0.9	37.98	0.3	0.41	1.41	0.43	1.3	0.47	0.62	2.02	90.72	24.88	30.12	24.88	13.21	10.52	16.62	18.72	17.47
Zfp493	0.0	0.0	9.49	0.0	0.12	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.14	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.08	0.0	0.0	0.0	0.1	13.23	0.0	17.93	0.0	0.0	0.0	0.13	0.17	2.54	0.0	0.33	0.14	0.0	0.03	0.0	0.0	0.0	10.81	0.0	0.57	0.83	9.74	8.83	7.05	2.24	1.89	2.04
Zfp783	0.0	0.0	0.0	9.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.38	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	80.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.14	0.0	0.63	4.18	4.26	4.66
Zfp831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.11	0.1	0.0	5.27	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.03	0.04	0.04	0.0	0.0	0.0	0.0	0.03	0.1	0.0	0.0	0.12	0.06	0.0	0.0	0.04	0.06	0.0	0.0	0.0	0.0	0.08	0.0	0.03	0.0	0.0	0.0	0.0	0.54	6.05	1.23	0.76	1.21	9.57	9.46	9.79
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
