	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_15	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_22	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
C1galt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	0.36	0.44	0.0	0.51	11.52	10.26	12.39
C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.99	3.56	1.03	1.06	1.0	0.6
Calb2	720.94	5743.89	4607.36	2451.39	975.63	708.5	1610.62	2794.62	2176.81	1860.74	2952.67	5071.63	4745.33	2750.69	2755.73	571.25	4083.35	4557.51	5128.39	6010.15	3340.5	6526.42	5468.68	3571.05	2507.24	5926.21	5074.01	1769.13	3462.52	4174.01	5482.24	0.0	943.52	0.0	5023.38	6179.55	273.87	8096.19	2.77	3.07	4543.76	184.62	981.29	9.02	401.98	3244.45	3229.53	323.88	5538.35	2454.97	4009.6	3436.77	2111.84	816.31	3471.55	3900.62	1013.2	2687.15	5107.86	5043.04	3297.38	5896.56	5560.34	4856.85	4829.75	1028.99	7455.12	5519.61	2732.98	0.0	0.0	0.0	1.23	0.0	30.79	32.23	29.48
Cbfa2t3	0.0	16.17	0.0	13.55	0.0	0.0	9.45	15.89	11.55	0.0	18.45	11.55	0.0	0.06	62.52	0.0	13.62	21.99	0.0	0.0	6.68	0.0	11.36	0.0	0.0	0.0	1.33	0.0	21.72	0.0	4.33	0.0	10.66	2.66	0.0	0.0	0.0	0.0	22.13	1.99	0.0	0.0	0.0	0.0	0.0	10.09	23.39	0.0	0.0	9.64	0.0	0.0	51.5	0.0	0.0	0.0	0.16	1.73	0.0	0.08	0.0	0.0	0.0	0.03	0.5	18.83	3.19	0.0	0.0	5.69	6.18	6.82	6.44	6.41	10.01	9.85	9.29
Cdk7	1.23	81.2	1.45	1.86	1.67	2.82	41.55	32.58	2.93	3.74	60.8	59.89	6.53	15.16	3.53	20.39	6.44	5.95	2.47	59.89	1.33	40.62	5.11	4.87	1.21	48.85	2.74	2.46	1.28	66.87	1.9	2.38	118.22	20.89	0.91	22.06	7.34	62.68	2.1	4.39	43.14	13.95	1.5	1.81	0.14	20.64	75.87	19.15	6.91	37.77	22.89	58.65	128.71	31.63	2.43	1.8	1.75	77.16	1.58	0.51	67.95	12.69	3.03	5.54	2.59	2.43	13.06	70.58	17.71	15.37	11.05	19.19	16.66	18.92	24.31	24.5	25.35
Celsr3	0.32	0.0	0.39	0.0	0.0	0.0	0.32	18.72	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	27.15	0.0	10.41	0.0	0.0	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.7	6.28	0.62	0.31	0.0	0.0	0.05	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.18	4.32	0.0	0.0	0.0	0.0	31.64	0.0	0.0	0.0	16.9	0.0	0.0	0.0	0.0	16.35	0.07	0.0	0.0	0.0	0.04	0.0	0.04	2.31	1.6	1.42	0.44	1.66	42.74	41.54	46.86
Cep135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	2.6	0.0	77.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.17	1.41	1.62	6.14	5.7	5.9
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cgn	0.0	69.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.42	0.0	0.0	0.0	0.0	0.0	92.82	0.0	0.0	0.0	0.0	65.52	68.02	0.09	0.0	0.0	0.0	0.0	0.0	151.73	0.0	0.0	0.15	0.0	55.46	0.0	0.0	0.0	0.0	0.0	0.0	75.35	0.0	0.0	0.0	0.0	0.0	0.07	0.0	57.17	0.0	158.46	0.0	0.0	0.0	0.0	0.0	0.0	72.66	0.0	0.0	0.0	0.0	0.0	0.09	26.89	36.49	54.85	5.2	7.91	5.39	5.41	4.09	3.49	3.83	3.5
Cryba1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0
Cxcr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.43
Cyr61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.43	9.44	3.11	15.22	16.91	33.88	21.09	9.49
Dhx40	0.0	0.0	67.16	0.0	0.84	0.38	1.25	0.12	0.12	0.06	0.34	0.0	1.62	0.74	0.34	2.81	0.22	0.13	0.52	1.38	0.23	66.58	160.17	0.78	0.71	24.46	1.61	19.23	0.36	0.14	0.11	0.26	0.48	3.1	0.81	129.86	0.77	0.25	0.17	0.21	0.34	0.99	0.74	0.17	1.41	1.68	0.0	3.35	2.21	0.35	0.55	0.18	177.76	0.46	0.13	0.13	0.37	123.51	0.27	0.34	0.0	0.61	0.25	0.41	2.28	0.59	0.52	0.13	0.5	10.4	9.3	5.82	5.56	3.71	18.23	17.33	17.7
Dpyd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.23	2.94	3.4	3.27
Epn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.83	0.64
Fbxo32	2.36	0.8	2.59	1.8	1.33	1.9	1.03	1.26	0.34	0.54	58.93	1.76	1.14	0.8	1.34	1.43	3.16	4.41	1.31	0.83	1.23	1.49	1.74	0.91	1.53	3.32	1.66	2.88	0.45	0.55	0.53	0.95	1.45	2.3	0.98	4.27	0.65	1.95	0.82	1.54	0.38	2.33	1.57	0.22	1.27	1.15	1.31	0.84	1.36	1.8	1.0	1.06	14.35	1.08	0.32	0.68	1.46	0.79	1.86	3.75	0.73	3.86	1.03	1.88	0.46	2.14	1.02	0.87	1.61	5.49	5.24	7.34	9.31	5.19	11.67	10.29	12.21
Fiz1	0.0	0.0	19.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	111.89	0.0	0.0	0.0	0.0	12.03	0.0	0.0	0.0	0.0	9.33	0.0	3.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	10.26	0.0	89.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.53	0.19	0.0	0.0	5.3	0.0	0.24	2.18	3.08	14.93	18.1	16.77
Gm13238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.18	2.85
Gm14092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	0.0	0.0	0.0	0.0	14.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.11
