	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Gad2_tdTpositive_cell_12	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_39	Gad2_tdTpositive_cell_44	Gad2_tdTpositive_cell_77	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_1	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_38	Ntsr1_tdTnegative_cell_39	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_42	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_45	Ntsr1_tdTnegative_cell_57	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_11	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_11	Scnn1a.Tg2_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_15	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_7	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fem1a	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.02	18.11	29.95	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.09	66.78	0.0	0.0	0.0	0.0	0.2	3.12	8.06	11.89	0.0	0.0	0.03	0.0	0.0	21.12	0.0	0.0	0.0	29.28	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	143.3	0.0	0.07	0.0	191.69	0.0	88.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.42	3.96	2.0	2.09	1.76	2.18	1.88	2.27	2.01	3.69	49.91	24.8	27.51	26.36
Fnbp4	65.82	0.0	304.26	0.0	41.71	169.13	0.14	137.01	0.0	0.0	0.0	0.0	0.0	6.24	0.0	0.0	0.0	0.0	61.77	20.91	0.0	0.0	0.0	0.0	0.0	144.78	0.0	125.13	0.0	22.98	0.0	97.18	0.0	81.73	27.29	0.0	13.92	0.12	107.03	34.69	298.01	0.0	17.96	8.19	36.72	0.14	0.07	0.0	12.58	365.49	0.0	0.0	0.0	0.0	32.61	16.66	0.55	0.0	0.0	0.0	4.73	94.86	4.45	0.0	0.15	0.0	0.0	12.1	423.29	0.0	12.14	0.13	0.0	0.0	0.09	0.0	0.0	157.78	0.14	6.15	12.1	21.92	10.63	9.14	24.53	14.71	9.48	32.71	13.75	11.59	30.1	30.59	31.23	31.74
Gabre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.02	0.64	0.9	1.14
Galnt13	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.06	0.17	0.02	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.05	8.97	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.29	0.29	0.06	0.1	0.2	0.35	0.06	0.04	0.11	0.11	0.69	39.76	7.78	57.13	0.0	0.24	0.04	0.11	2.34	0.0	0.41	0.0	30.97	0.06	0.25	0.35	0.4	0.0	102.14	0.0	0.0	0.1	0.0	0.13	0.08	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	3.8	12.57	30.43	14.13	18.46	16.04	25.15	15.09	8.93	21.61	9.39	9.0	0.14	13.59	12.1	13.48
Gemin5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04	0.0	0.0	0.0	0.0	0.0	295.78	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	484.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.73	0.0	12.57	2.53	2.79	0.33	0.09	0.05	0.43	1.84	3.3	0.58	3.1	1.18	32.65	10.98	10.99	11.65
Gfm2	265.1	0.0	0.0	0.0	2.97	166.36	0.21	0.0	44.03	0.0	0.0	4.6	0.53	0.0	0.0	45.78	311.96	323.59	0.62	11.29	111.16	0.0	0.0	16.11	0.0	39.8	187.36	0.36	0.0	217.16	90.85	1.36	125.09	35.57	0.19	0.0	15.56	0.0	0.0	0.0	0.05	43.56	51.89	2.58	57.25	13.21	236.12	0.22	0.24	121.18	0.0	0.0	37.87	36.47	115.84	144.57	0.23	7.74	0.25	0.21	5.13	0.21	0.0	0.0	0.0	66.57	54.45	375.68	1051.06	14.55	0.0	0.0	0.43	0.0	227.15	0.0	0.36	13.9	57.47	60.01	54.77	42.25	46.41	33.28	40.18	43.35	38.93	50.65	40.84	38.67	52.78	22.18	20.78	24.29
Glb1	0.0	0.0	0.0	0.0	597.36	0.0	0.0	487.05	22.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	828.23	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.32	0.0	0.0	0.0	287.03	0.0	0.0	0.0	14.27	0.18	21.07	0.29	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.47	0.0	0.0	718.27	1.08	0.28	0.0	0.0	0.0	0.0	0.0	6.92	1115.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.67	41.98	44.2	19.49	49.84	4.61	31.93	0.0	21.11	26.7	24.98	67.4	20.44	21.73	18.48
Gm13298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.14	0.38	0.45	30.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.64	0.0	1.09	0.0	0.0	0.0	0.0	0.0	33.45	0.25	9.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.1	0.09	0.0	27.6	0.33	18.1	0.16	0.34	0.0	21.58	0.0	0.0	0.0	771.44	0.0	0.25	0.14	0.0	0.0	0.0	0.09	0.0	0.0	2.2	17.15	22.28	18.93	14.58	25.82	5.41	9.38	5.8	5.67	6.96	9.1	59.43	17.51	16.53	12.37
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.26	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.61	0.45	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.94	164.03	114.56	132.22	177.66	125.27	74.98	62.2	75.81	61.27	76.52	71.98	2.83	30.63	28.29	22.96
Gm14430	0.32	0.0	0.0	0.0	0.07	0.0	0.0	0.0	16.9	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	27.71	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.01	0.01	0.04	0.0	0.0	3.4	20.75	6.69	0.0	0.04	0.21	0.0	0.03	0.03	0.0	0.28	0.08	0.0	1.66	0.0	0.0	0.46	0.43	0.0	0.67	0.0	0.03	0.07	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.09	0.0	0.0	0.0	17.88	0.0	11.7	6.07	7.0	1.76	4.79	6.89	4.81	3.28	4.14	5.97	4.22	6.2	7.67	5.07	7.49
Gm14434	0.32	0.0	0.0	0.0	0.07	0.0	0.0	0.0	16.9	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	27.71	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.01	0.01	0.04	0.0	0.0	3.4	20.75	6.69	0.0	0.04	0.21	0.0	0.03	0.03	0.0	0.28	0.08	0.0	1.66	0.0	0.0	0.46	0.43	0.0	0.67	0.0	0.03	0.07	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.09	0.0	0.0	0.0	17.88	0.0	11.7	6.07	7.0	1.76	4.79	6.89	4.81	3.28	4.14	5.97	4.22	6.2	7.67	5.07	7.49
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.61	0.21	1.13	2.82	5.81	2.35	0.41	0.96	1.27	4.28	1.89	0.0	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.26	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.61	0.45	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.94	164.03	114.56	132.22	177.66	125.27	74.98	62.2	75.81	61.27	76.52	71.98	2.83	30.63	28.29	22.96
Gm4724	0.32	0.0	0.0	0.0	0.07	0.0	0.0	0.0	16.9	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	27.71	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.01	0.01	0.04	0.0	0.0	3.4	20.75	6.69	0.0	0.04	0.21	0.0	0.03	0.03	0.0	0.28	0.08	0.0	1.66	0.0	0.0	0.46	0.43	0.0	0.67	0.0	0.03	0.07	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.09	0.0	0.0	0.0	17.88	0.0	11.7	6.07	7.0	1.76	4.79	6.89	4.81	3.28	4.14	5.97	4.22	6.2	7.67	5.07	7.49
Gpr107	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.14	41.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	0.13	0.0	0.0	0.0	0.0	0.0	201.61	0.0	209.57	0.0	0.0	0.0	0.1	236.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	4.07	11.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.56	0.0	0.0	0.11	0.09	0.0	431.38	0.0	0.0	0.0	0.0	0.0	68.89	0.0	0.0	0.0	448.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	4.04	9.69	20.91	3.06	5.73	6.91	8.37	8.75	11.93	8.88	6.85	0.0	30.55	31.1	30.62
Hmgn1	33.82	0.35	0.0	1.5	0.0	1.2	1.74	0.0	153.08	0.83	0.0	2.16	3.63	0.0	51.33	0.0	0.0	0.29	0.27	0.0	0.0	0.0	0.0	0.0	1.1	193.04	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	10.62	0.0	0.0	0.0	5.66	6.53	23.51	6.18	0.0	2.43	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.37	0.0	17.24	597.61	71.95	21.35	41.98	0.0	0.0	0.0	0.0	217.23	0.0	587.46	0.0	12.52	0.0	5.7	0.0	95.02	18.34	1.08	2.98	0.58	4.57	15.04	23.82	19.48	17.09	8.23	3.6	33.72	9.4	12.68	14.88	101.0	78.31	81.84	78.71
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.61	0.21	1.13	2.82	5.81	2.35	0.41	0.96	1.27	4.28	1.89	0.0	1.73	1.86	1.4
Iqsec3	0.23	0.0	0.0	0.0	0.0	0.34	0.94	0.17	0.49	0.0	0.0	0.0	0.63	0.0	0.0	0.06	0.09	0.04	0.0	1.82	0.1	0.0	0.0	0.54	0.0	0.26	0.0	0.67	0.1	0.57	0.21	0.0	0.13	0.05	0.49	0.37	0.22	0.0	0.26	0.0	0.46	0.18	14.29	21.2	3.73	0.12	0.0	0.07	0.11	0.0	0.0	0.58	0.1	0.74	0.05	0.16	0.42	0.46	0.94	0.52	0.18	0.53	0.25	0.0	1.0	0.0	0.06	0.0	1.53	0.0	0.25	0.09	0.0	0.0	0.0	0.05	0.2	0.0	0.83	3.71	0.42	11.16	1.33	6.93	2.29	4.52	4.16	7.23	4.44	6.45	0.19	70.94	67.99	77.47
Jtb	0.68	0.0	0.0	0.0	0.0	0.88	600.83	165.34	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.66	0.35	6.09	0.0	0.0	62.6	0.0	907.4	0.0	1.09	0.0	0.0	0.0	46.38	0.0	0.0	0.0	0.0	0.0	0.0	165.37	0.0	612.23	0.0	9.07	25.19	35.86	0.0	0.14	0.0	5.06	423.02	0.0	0.0	0.0	0.0	0.0	0.0	589.58	0.0	293.83	0.63	0.0	0.0	0.0	80.22	0.0	467.32	0.0	0.0	717.15	278.9	0.0	0.0	0.0	8.14	0.0	0.0	0.0	0.0	0.0	13.97	28.18	92.21	40.69	54.46	59.04	67.77	38.71	12.86	24.81	16.88	125.18	46.02	53.05	49.48
Klhl28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.19	50.3	0.0	0.0	592.35	0.0	0.0	0.0	0.0	106.89	0.0	67.6	0.0	0.0	376.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.6	0.0	0.14	0.0	0.0	0.0	0.1	86.09	0.0	0.0	0.0	7.86	0.07	20.39	0.0	0.11	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.13	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	896.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.87	28.95	29.45	33.39	35.23	17.15	7.35	35.25	44.28	23.71	17.83	19.81	3.78	14.55	12.7	14.02
Larp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.3	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.09	0.12	0.0	48.73	0.0	0.17	0.0	0.0	0.0	0.1	0.0	12.38	0.0	0.0	0.0	2.47	0.0	0.0	27.84	0.0	5.22	0.42	5.62	0.2	0.29	0.11	0.0	0.38	100.06	0.21	0.1	0.1	0.0	0.07	0.11	0.0	1.08	2.87	232.43	0.0	0.0	0.0	0.3	0.0	0.0	0.0	365.86	23.3	11.86	0.0	0.0	0.0	0.0	1.17	0.0	0.0	17.61	10.54	10.79	5.31	9.74	9.94	13.61	3.17	6.24	10.51	6.59	9.69	0.4	53.52	50.27	54.8
Lca5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	0.0	0.0	0.0	0.0	0.0	0.0	31.34	0.0	0.0	0.0	0.0	124.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	14.14	0.42	2.18	0.0	0.0	0.0	0.0	27.6	0.0	0.0	0.0	0.57	0.0	0.1	0.0	0.0	174.55	283.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08	1.59	0.95	10.84	4.16	10.9	6.5	2.42	3.97	19.89	8.71	8.07	8.1
Lipt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	885.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	18.11	8.66	29.77	0.0	28.5	3.34	16.79	14.73	10.34	17.77	5.9	57.19	6.86	6.46	6.82
Lmbr1	0.0	0.14	0.16	0.0	0.0	0.0	0.0	0.0	5.52	0.0	0.06	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	3.8	0.0	0.0	0.0	7.97	0.0	0.0	0.12	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.0	17.34	3.24	19.77	0.11	0.0	0.05	0.63	45.49	0.0	0.0	0.0	11.68	0.0	0.09	0.28	1.71	0.0	0.0	15.5	0.13	0.0	0.05	0.0	0.11	0.0	0.38	774.85	0.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0	74.5	14.4	4.28	10.01	3.5	0.52	4.3	3.37	5.75	2.62	6.95	6.77	6.69	0.0	20.96	21.03	19.99
Lrrtm3	0.0	0.29	0.1	0.28	0.0	0.0	0.06	0.0	108.39	0.0	0.0	0.11	0.0	0.23	0.0	0.08	0.0	0.0	0.16	0.11	0.17	0.0	0.15	0.0	0.0	0.21	0.13	29.23	0.0	0.0	0.27	0.0	0.0	0.31	0.17	0.16	430.67	0.0	0.09	0.0	0.78	0.0	78.74	33.94	80.16	0.19	0.28	0.51	0.0	0.09	0.04	0.0	0.17	0.2	0.0	1.55	1.24	1.8	2.49	290.21	61.23	506.68	0.15	0.22	1.02	0.0	0.4	0.0	1625.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.26	190.68	232.44	217.09	185.13	146.04	150.13	74.56	72.9	113.28	108.94	111.17	43.11	34.09	32.4	31.41
Lrwd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.32	0.0	0.0	0.0	0.0	0.0	0.0	454.46	0.0	0.0	0.0	6.04	0.23	0.13	0.0	0.0	0.0	0.0	14.23	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	189.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1148.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.89	2.81	2.93	0.0	9.67	3.46	2.62	1.18	5.78	1.91	5.93	41.38	10.91	10.44	11.16
Lyst	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	3.11	0.0	0.0	0.0	0.0	14.01	0.0	6.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.86	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.1	0.05	0.0	0.0	0.0	3.88	0.0	0.0	0.0	0.95	0.02	3.76	0.0	0.0	1.56	3.74	0.0	1.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	14.67	0.0	0.0	0.02	0.0	0.0	0.0	0.06	4.3	268.73	0.0	0.0	0.0	0.0	0.0	19.87	0.0	5.7	0.0	0.0	10.17	3.58	5.13	4.86	1.74	1.85	4.91	1.37	3.33	4.16	3.88	7.33	17.51	14.99	20.29
Lzts2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	0.0	0.0	0.0	0.0	2.06	0.53	1.96	0.0	0.0	0.92	0.0	0.0	79.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.16	0.0	0.0	4.66	0.0	12.42	0.0	0.0	113.05	0.0	0.0	0.0	0.0	0.0	10.45	0.26	0.0	0.0	0.84	0.25	0.14	0.24	0.06	0.37	0.0	0.0	0.07	0.5	0.5	0.88	0.02	34.91	41.87	39.9
Madd	0.12	0.07	0.36	0.16	0.0	0.11	0.23	0.1	7.84	0.0	0.33	0.06	0.0	0.0	0.0	0.05	0.0	0.06	17.63	0.27	0.0	0.09	0.0	0.15	0.12	0.0	0.17	0.1	0.1	0.0	0.0	0.0	0.27	0.07	0.83	0.29	0.36	0.0	1.37	0.06	0.06	1.7	21.93	1.13	19.22	0.37	0.1	0.04	1.34	0.12	0.04	0.0	199.14	0.71	0.03	0.1	0.1	27.36	0.36	0.26	0.31	0.25	0.05	0.05	0.0	0.0	0.69	3.67	1.66	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	20.04	20.46	34.49	35.95	26.24	34.69	36.02	20.53	27.52	35.5	31.56	14.84	113.32	109.49	109.17
Map3k4	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	71.81	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	4.78	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.61	3.64	0.07	2.93	3.86	4.28	11.13	0.09	6.16	0.56	3.6	3.95	31.05	24.02	23.63	24.0
Mapkbp1	0.0	0.72	0.5	0.38	0.06	0.11	1.19	0.66	0.14	0.71	0.21	0.31	0.0	0.34	0.0	0.44	0.25	0.0	0.07	0.03	0.0	0.24	0.0	0.0	0.23	0.55	0.2	0.31	0.18	0.0	0.76	0.76	0.7	0.3	0.32	0.42	0.81	0.04	0.11	0.07	0.47	0.59	4.3	8.75	2.43	0.13	0.43	0.0	0.95	0.06	0.0	0.41	0.18	0.59	0.09	0.18	0.45	0.11	0.57	0.25	0.41	0.11	0.25	0.19	0.96	0.08	0.0	0.41	1.71	0.07	0.0	0.18	0.0	0.07	0.14	0.0	0.18	0.2	9.87	2.21	5.35	6.67	2.0	1.17	3.54	2.39	4.41	1.43	3.81	3.06	3.38	28.61	27.57	30.3
