	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.11DXX.1826.SM.5H126	GTEX.XUJ4.2026.SM.4BOOW	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.145LT.0926.SM.5LU9C	GTEX.11EM3.1526.SM.5A5KN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.VQ.A8E2.01A.11R.A36D.31	TCGA.FP.8631.01A.11R.2402.13	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.6852.01A.11R.1884.13	TCGA.D7.8576.01A.11R.2343.13	TCGA.D7.8578.01A.21R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.BR.8286.01A.12R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.BR.8367.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.VQ.A94U.01A.12R.A414.31	TCGA.BR.4191.01A.02R.1131.13	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.D7.8575.01A.11R.2343.13	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.VQ.A8PQ.01A.11R.A414.31	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8381.01A.11R.2402.13	TCGA.HU.8249.01A.11R.A36D.31	TCGA.VQ.A8DT.01A.11R.A36D.31	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.RD.A7BW.01A.11R.A32D.31	TCGA.BR.8296.01A.11R.2343.13	TCGA.BR.8683.01A.11R.2402.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.D7.A747.01A.22R.A33Y.31
AC008132.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	12.74	0.0	3.47	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	2.12	0.0	0.0	1.41	0.0	0.44	0.0	0.0	0.0	1.77	0.45	0.43	0.0
AC008394.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.32	0.59	2.43	0.88	0.57	0.68	0.52	0.84	3.82	0.67	0.34	3.35	0.67	0.87	0.55	4.39	0.32	0.0	0.62	0.34	2.66	2.14	1.51	0.33	0.95	0.6	0.84	0.72	8.13	1.5	0.89	1.91	1.6	3.2
AC008498.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96	0.0	0.0	5.11	0.0	0.0	0.0	0.0	7.46	0.0	0.0	0.0	0.0	0.0	0.0	6.94	0.0	0.0	21.94	4.7	0.0	4.78	0.0	15.45	4.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009365.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.32	2.14	1.66	0.0	0.57	0.36	0.27	2.34	4.28	0.36	0.66	2.1	0.67	1.89	1.3	5.5	0.0	0.6	1.48	0.0	2.66	1.38	0.95	3.06	0.34	1.16	0.58	1.38	9.85	0.64	0.61	1.66	2.07	1.5
AC012493.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.78	0.0	5.87	8.13	2.92	2.56	0.0	2.34	0.0	0.0	0.0	0.0	7.4	0.0	3.11	0.0	3.44	0.0	2.2	5.28	2.34	0.0	2.63	0.0	0.0	0.0	2.46	2.58	12.55	7.0	0.0	0.0	0.0	7.17	8.32
AC013269.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	0.0	1.62	3.53	2.14	0.3	0.36	0.99	1.58	6.41	2.12	2.32	2.05	0.35	5.87	1.04	4.24	0.32	1.14	0.0	0.34	2.12	1.87	0.93	0.62	0.64	1.91	0.0	2.27	3.86	0.62	0.61	3.96	3.38	0.0
AC018470.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	1.11	1.2	0.99	0.0	0.0	0.0	0.0	0.29	2.18	0.33	1.43	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0
AC025278.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	1.22	1.45	1.48	0.0	0.87	0.72	0.0	2.2	1.55	1.35	0.36	3.53	0.0	0.91	0.0	2.84	0.33	0.0	1.83	0.67	0.91	0.89	0.0	2.41	0.99	0.62	0.6	2.76	4.46	1.27	2.61	0.91	2.68	0.0
AC073188.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	2.94	1.45	0.0	5.02	0.0	0.0	0.0	0.0	0.0	1.93	4.17	0.0	1.27	0.0	5.23	0.69	3.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC074389.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.29	6.84	5.15	2.39	1.3	1.57	0.49	1.81	5.19	2.94	1.2	7.82	1.53	3.29	1.01	5.45	0.85	2.41	1.71	1.48	1.36	5.54	1.19	3.53	1.2	1.38	0.0	3.47	6.41	2.76	1.41	4.9	5.82	1.11
AC084121.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	2.84	0.0	15.34	0.39	0.71	0.85	0.36	0.72	1.5	1.62	0.43	0.93	0.83	0.0	0.37	1.79	2.14	0.4	0.41	0.8	0.39	0.0	0.8	0.0	0.0	0.4	0.39	2.14	2.68	0.41	1.81	0.74	1.04	0.0
AC090574.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	12.18	0.0	4.98	0.0	5.54	0.0	0.0	0.0	3.63	0.0	3.76	0.0	6.16	0.0	0.0	0.0	0.0	15.91	0.0	0.0	0.0	4.46	0.0
AC091150.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	1.11	0.0	0.0	0.0	0.0	0.0	0.96	0.0	5.87	1.23	0.0	2.89	0.0	0.0	1.01	5.23	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	1.73	0.0	0.0	0.0	4.03	0.0	0.0	3.2	1.99	0.0
AC092850.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	0.72	0.69	2.94	1.07	0.32	0.39	0.29	0.0	4.35	1.64	0.0	1.38	0.0	1.41	0.0	7.34	0.0	0.72	0.0	1.16	0.69	2.53	0.37	1.53	0.37	0.71	0.33	3.17	1.19	0.36	1.48	3.66	3.17	6.06
AC093802.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.57	1.87	2.66	0.84	0.26	0.65	0.96	1.83	3.56	1.55	1.79	3.63	0.0	5.45	0.0	2.18	0.28	0.28	0.88	0.61	0.83	1.08	0.6	1.73	0.3	1.66	0.54	2.29	3.99	0.29	0.87	2.14	1.31	1.48
