	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.11DXX.1826.SM.5H126	GTEX.XUJ4.2026.SM.4BOOW	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.145LT.0926.SM.5LU9C	GTEX.11EM3.1526.SM.5A5KN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.VQ.A8E2.01A.11R.A36D.31	TCGA.FP.8631.01A.11R.2402.13	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.6852.01A.11R.1884.13	TCGA.D7.8576.01A.11R.2343.13	TCGA.D7.8578.01A.21R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.BR.8286.01A.12R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.BR.8367.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.VQ.A94U.01A.12R.A414.31	TCGA.BR.4191.01A.02R.1131.13	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.D7.8575.01A.11R.2343.13	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.VQ.A8PQ.01A.11R.A414.31	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8381.01A.11R.2402.13	TCGA.HU.8249.01A.11R.A36D.31	TCGA.VQ.A8DT.01A.11R.A36D.31	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.RD.A7BW.01A.11R.A32D.31	TCGA.BR.8296.01A.11R.2343.13	TCGA.BR.8683.01A.11R.2402.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.D7.A747.01A.22R.A33Y.31
CTD-2049J23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	1.62	0.0	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	7.06	1.83	0.0	0.0	0.0	7.82	0.0
CTD-2117L12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.89	0.91	0.62	0.0	0.39	0.0	1.14	3.11	1.01	3.23	0.78	1.0	0.0	0.0	2.76	3.0	0.34	0.0	2.39	1.69	1.93	0.0	0.0	0.67	0.91	0.6	3.26	0.68	0.36	3.29	4.78	0.32	0.0
CTD-2144E22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09	16.75	0.0	3.99	1.64	1.81	1.58	2.1	0.84	11.38	2.14	1.51	3.56	0.67	0.0	1.73	1.91	1.41	1.93	1.99	1.22	1.38	2.1	6.11	8.58	0.0	4.7	2.53	1.97	12.45	0.0	1.43	4.17	4.03	2.14
CTD-2203A3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	2.66	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.0	0.0	0.0	4.74	0.0	0.0	0.0	0.0	5.68
CTD-3222D19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.74	0.44	0.0	0.0	0.71	0.51	0.0	0.0	0.0	0.24	0.0	0.18	0.0	1.75	0.0	1.04	0.0	0.0	0.46	1.87	0.0	0.0	1.25	0.45	0.0	0.54	0.78	0.0	0.97	0.95	0.0
DBF4	84.63	1015.93	191.67	70.51	165.57	221.86	187.71	171.45	206.94	214.27	158.79	178.77	208.38	212.78	232.94	172.65	197.09	255.0	189.02	323.03	147.06	151.22	258.57	170.25	183.82	248.0	248.0	224.97	229.72	187.71	271.48	154.42	130.6	236.21	221.86	157.68	269.6	253.23	194.36	202.66	195.72	199.85	204.07	226.54	277.2	158.79	226.54	187.71	189.02	267.73	231.32	258.57	205.5	169.07	242.88	186.4	262.2	194.36	186.4	974.5	665.29	353.59	791.35	392.44	493.56	239.52	813.63	579.04	616.37	363.56	339.14	389.72	358.54	503.95	514.56	583.07	158.79	540.19	343.89	279.14	647.07	466.88	563.18	571.05	480.04	624.99	748.61	183.82	454.09	480.04	387.02	414.87	400.71	229.72
DCLRE1C	127.0	80.57	117.6	64.34	85.82	141.02	78.89	37.59	116.78	79.45	135.24	146.03	127.0	95.34	98.73	145.02	153.34	129.69	78.89	105.15	117.6	133.36	111.99	62.56	52.45	78.34	85.82	85.82	133.36	199.85	138.1	86.43	74.58	124.37	116.78	157.68	147.06	128.79	97.36	84.63	126.12	111.21	104.42	108.9	81.14	105.89	111.21	66.65	102.97	78.34	116.78	68.55	119.26	119.26	88.88	138.1	136.19	152.28	68.07	466.88	148.09	185.11	295.11	172.65	189.02	264.03	287.01	417.77	320.8	348.71	232.94	480.04	500.46	169.07	279.14	226.54	191.67	253.23	226.54	454.09	299.25	249.73	277.2	253.23	187.71	255.0	251.48	256.78	483.38	543.96	194.36	212.78	258.57	285.03
DEFB118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	3.29	2.97	4.78	0.56	2.41	0.32	2.23	3.56	12.09	4.9	0.61	18.56	0.92	10.63	2.56	4.62	0.57	1.1	2.68	2.48	1.83	1.81	2.73	9.13	0.3	3.26	2.01	2.2	12.36	0.29	2.86	1.81	5.96	3.92
DNAH17-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	4.39	3.29	5.28	1.5	1.43	1.07	2.01	1.71	9.56	3.72	2.78	3.2	1.36	3.29	2.12	3.38	0.66	1.51	1.28	0.71	0.93	2.53	4.9	2.43	1.91	2.58	1.19	2.14	12.83	1.58	3.41	5.92	5.96	3.99
ECT2	165.57	1447.15	718.08	100.83	237.86	264.03	220.32	297.17	273.37	318.57	218.79	242.88	283.05	295.11	281.09	316.37	205.5	297.17	293.07	229.72	244.57	177.53	264.03	237.86	185.11	329.84	417.77	267.73	503.95	373.81	395.18	217.27	178.77	389.72	237.86	265.87	397.93	305.55	281.09	253.23	189.02	226.54	332.14	246.28	186.4	332.14	318.57	339.14	295.11	329.84	246.28	325.29	273.37	334.46	457.25	353.59	368.65	232.94	215.77	3564.78	1111.82	1127.35	514.56	1167.14	808.0	466.88	1073.91	1721.16	915.51	1175.27	842.36	1037.29	607.87	1199.98	1467.37	3589.58	414.87	559.28	974.5	183.82	1225.22	1199.98	607.87	872.1	1135.2	1397.83	2682.69	346.29	1437.15	866.07	633.73	902.89	1936.53	267.73
ENC1	113.56	1051.79	356.05	115.16	392.44	256.78	234.57	256.78	269.6	279.14	248.0	329.84	314.17	242.88	329.84	289.02	403.5	518.15	253.23	463.65	368.65	251.48	426.57	417.77	339.14	262.2	343.89	258.57	397.93	271.48	366.09	543.96	466.88	384.34	417.77	264.03	316.37	363.56	373.81	414.87	438.59	466.88	368.65	417.77	361.04	271.48	397.93	303.44	432.53	406.31	334.46	384.34	336.79	267.73	246.28	241.19	237.86	387.02	258.57	2485.67	1037.29	624.99	1447.15	866.07	928.3	981.29	563.18	802.41	1457.23	395.18	2018.8	1437.15	1051.79	1769.57	1781.89	1233.75	2351.53	1417.35	2104.58	1135.2	2434.5	1322.37	1909.85	486.75	947.83	587.13	3847.29	1583.71	1096.5	1745.2	2855.44	708.18	738.29	563.18
FAM83H	854.13	688.78	748.61	279.14	1001.93	1030.12	860.08	1044.52	961.07	791.35	890.44	830.75	854.13	866.07	896.64	802.41	988.12	954.43	1096.5	860.08	941.27	974.5	981.29	866.07	947.83	1001.93	1037.29	878.17	1331.57	934.76	928.3	1225.22	921.88	941.27	988.12	1030.12	860.08	934.76	1073.91	1208.34	1051.79	988.12	872.1	1081.39	934.76	1340.84	941.27	1008.9	890.44	713.11	928.3	915.51	1044.52	796.86	825.0	591.22	785.88	866.07	1015.93	1175.27	669.92	1697.45	571.05	2956.17	1950.0	743.43	860.08	723.08	4123.49	4066.71	2384.37	426.57	974.5	384.34	2224.63	2417.67	785.88	3515.68	718.08	493.56	1508.65	961.07	1540.37	890.44	1832.01	2777.33	1487.87	64.34	2591.27	1487.87	1030.12	2018.8	2255.7	358.54
FLJ20306	1.3	1.77	2.58	0.56	0.96	6.16	1.68	4.94	2.61	2.53	5.59	3.0	4.35	2.25	2.71	2.23	2.51	2.23	0.91	4.94	2.23	4.46	2.41	4.66	2.68	2.56	1.97	0.88	3.79	2.25	2.51	1.75	4.46	1.58	2.05	1.91	0.97	5.92	1.95	2.71	1.6	3.56	1.31	4.03	4.74	5.11	2.25	2.81	3.96	0.88	3.86	4.03	0.99	5.54	2.46	3.86	6.41	2.39	2.51	28.04	13.62	70.01	24.63	4.9	12.64	16.51	8.06	15.45	48.52	20.56	10.88	47.84	15.34	22.26	6.84	10.0	96.68	19.25	15.34	8.78	15.56	28.04	10.71	29.91	4.06	14.14	6.73	7.82	26.67	13.22	10.79	10.08	17.51	2.66
GJA10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69	1.2	6.01	4.94	1.99	1.13	2.58	6.52	3.86	12.93	1.35	1.3	10.08	2.51	2.48	2.53	4.28	1.75	1.75	0.35	2.14	2.23	3.69	3.23	2.1	0.99	3.03	3.38	3.63	7.88	1.53	1.77	5.36	5.41	2.94
GJD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	0.68	4.35	4.98	1.28	0.64	2.14	2.39	2.92	14.24	3.72	4.24	6.57	1.08	15.8	2.25	5.59	1.3	1.6	1.97	1.06	2.43	2.41	5.63	4.1	1.69	3.63	1.81	1.17	13.52	2.27	3.69	3.82	7.57	6.16
GPR151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	0.6	3.47	1.69	0.88	0.56	0.68	2.41	1.11	4.5	2.84	0.33	3.47	0.0	2.73	2.29	3.82	0.3	0.89	1.22	0.64	1.14	1.41	2.12	2.36	1.55	1.17	0.57	2.71	5.5	2.07	0.6	2.73	3.38	1.16
IGF2BP2	438.59	429.54	674.59	309.83	529.06	500.46	591.22	450.94	624.99	500.46	555.41	603.67	503.95	607.87	674.59	460.44	813.63	684.02	633.73	813.63	753.83	808.0	769.69	497.0	616.37	571.05	571.05	447.82	599.49	738.29	688.78	769.69	679.29	656.11	723.08	791.35	791.35	567.1	633.73	684.02	808.0	780.44	500.46	642.59	603.67	651.58	647.07	669.92	525.39	463.65	743.43	587.13	813.63	503.95	361.04	463.65	460.44	808.0	567.1	1540.37	2384.37	2193.99	1159.07	511.0	607.87	764.36	759.08	1111.82	1467.37	1295.13	866.07	2018.8	819.3	540.19	27.44	1508.65	1529.73	836.53	1407.55	466.88	796.86	599.49	718.08	1191.69	769.69	417.77	1378.57	392.44	1268.46	1397.83	1388.16	1250.98	1781.89	88.88
ITPR3	1794.29	1639.59	540.19	503.95	1030.12	1135.2	1191.69	607.87	1225.22	967.76	974.5	954.43	981.29	872.1	1199.98	808.0	909.17	1167.14	1233.75	981.29	1167.14	1081.39	1498.22	1088.92	1322.37	1167.14	902.89	708.18	1437.15	1350.18	1066.48	1806.78	1167.14	1030.12	1322.37	1340.84	954.43	1151.06	1119.56	1225.22	1781.89	1216.75	961.07	1059.11	1044.52	1397.83	1295.13	1259.69	1127.35	759.08	1199.98	769.69	1030.12	819.3	693.58	1059.11	961.07	1295.13	1008.9	2004.85	915.51	2047.0	218.79	1437.15	2485.67	1127.35	583.07	2148.82	1073.91	1733.13	2485.67	718.08	1781.89	819.3	1233.75	2627.46	1936.53	2627.46	1350.18	1437.15	1529.73	1295.13	995.0	842.36	1304.15	1295.13	1397.83	514.56	2384.37	3716.2	1073.91	3060.45	1832.01	316.37
KIAA1958	17.0	66.65	28.65	34.02	23.25	53.95	19.39	21.47	50.63	28.04	29.06	48.18	25.35	44.89	36.27	52.82	53.19	31.45	31.9	59.13	35.5	25.17	45.53	21.01	19.97	26.47	28.04	16.51	28.45	48.18	46.84	33.78	33.78	36.01	44.89	36.79	42.41	57.49	47.5	20.71	54.33	38.67	24.63	36.27	37.05	44.89	40.07	30.78	31.67	32.82	40.36	27.64	50.98	44.25	21.94	42.11	25.72	49.21	28.45	161.02	190.34	86.43	283.05	149.12	58.3	81.71	102.25	164.42	96.01	186.4	94.01	87.65	91.41	142.01	91.41	138.1	206.94	128.79	54.33	93.35	75.64	218.79	67.59	159.9	74.58	166.73	98.73	105.15	134.3	199.85	183.82	101.54	267.73	75.64
KIF2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	1.08	6.01	4.54	2.68	0.69	0.45	3.96	4.1	10.16	4.46	1.53	7.69	0.82	3.89	2.46	2.71	1.41	1.75	2.48	0.79	2.66	1.69	0.42	2.16	1.51	4.28	3.79	2.48	12.93	1.13	2.1	5.41	4.94	3.11
LIN28A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46	1.51	2.51	12.83	2.29	0.89	1.07	1.77	4.82	9.48	3.44	1.62	8.51	0.39	3.0	1.87	4.1	0.95	1.23	2.39	1.31	3.03	2.76	5.87	2.41	1.6	2.81	1.17	1.46	9.85	2.14	2.61	3.5	6.57	0.84
LRRC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	1.73	2.43	3.44	0.32	0.3	0.37	0.78	0.59	3.38	2.2	0.67	6.36	0.36	4.58	0.56	3.76	0.33	1.45	1.22	0.96	1.16	1.68	3.17	4.66	0.96	0.89	1.38	6.11	6.84	1.51	0.92	5.28	3.53	0.8
MCIDAS	5.06	15.22	16.88	1.73	1.66	2.78	0.0	1.41	1.06	2.97	1.03	3.17	7.11	4.06	2.68	4.54	0.0	4.86	0.0	14.14	4.54	0.0	1.11	4.82	1.1	6.11	5.82	1.03	6.62	1.04	3.92	3.99	4.46	0.0	3.82	3.03	1.14	1.51	6.89	6.57	4.62	3.99	1.62	7.0	1.51	13.22	2.51	1.14	0.0	27.05	0.0	4.43	1.16	10.63	3.86	0.0	0.0	6.06	0.0	51.71	21.63	59.13	46.18	54.33	133.36	57.08	15.34	14.03	253.23	70.01	86.43	39.79	9.63	232.94	94.67	48.18	194.36	73.54	85.82	0.95	194.36	37.59	120.1	36.79	55.1	50.63	56.68	47.84	90.14	8.51	120.1	24.99	25.91	12.45
NLRP13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.33	2.14	1.93	2.18	0.0	0.37	0.53	2.1	4.74	1.58	0.96	7.28	0.99	2.86	1.06	2.46	0.89	1.43	1.48	0.95	1.66	0.87	2.07	1.5	0.65	1.16	0.58	1.69	8.25	0.93	0.91	2.86	5.41	1.16
NLRP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.31	2.84	2.63	0.85	0.56	0.67	0.51	3.03	3.76	0.97	0.64	3.0	0.34	2.84	0.79	1.66	0.31	0.59	1.19	1.5	1.11	1.36	2.03	1.73	0.33	1.13	1.08	1.68	5.41	0.91	0.88	1.11	3.2	3.14
OR5C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.73	0.89	8.13	11.13	5.45	1.35	1.64	3.29	7.34	16.63	10.79	4.35	31.9	2.76	11.47	0.27	6.01	3.32	2.53	3.66	2.12	0.87	3.69	1.53	9.41	3.5	2.25	2.66	2.36	17.13	2.34	3.59	6.31	12.55	1.51
OSBPL3	89.51	327.56	209.84	73.54	182.55	189.02	134.3	100.83	157.68	155.5	121.79	113.56	148.09	137.14	139.07	118.43	140.04	146.03	120.94	115.16	142.01	113.56	158.79	127.0	121.79	153.34	136.19	142.01	127.89	149.12	142.01	205.5	167.9	120.1	115.97	115.97	135.24	215.77	177.53	176.29	153.34	151.22	120.94	150.17	152.28	166.73	177.53	110.43	183.82	211.31	180.02	169.07	94.01	98.04	134.3	130.6	170.25	159.9	116.78	587.13	438.59	420.68	351.14	420.68	493.56	483.38	229.72	934.76	651.58	301.33	297.17	616.37	551.56	249.73	209.84	432.53	1757.34	1378.57	1167.14	775.05	551.56	587.13	447.82	500.46	376.41	260.38	543.96	447.82	684.02	624.99	426.57	473.41	289.02	361.04
PAPOLB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.36	1.28	3.11	0.35	0.33	0.39	0.3	3.03	4.24	0.75	1.08	2.03	0.39	1.28	1.19	3.76	0.68	0.68	0.37	0.38	0.97	1.89	0.38	1.69	0.72	0.67	0.65	2.71	5.41	1.38	0.68	1.28	2.12	3.76
PHGR1	783730.52	389157.95	279017.26	472513.8	269512.87	386469.83	313910.86	492579.5	329517.51	260332.24	273275.14	273275.14	253213.41	338781.54	348306.01	267651.2	355624.68	307450.64	301123.38	271387.49	288856.81	509950.32	271387.49	262143.0	320506.81	299043.36	437825.58	414208.18	311742.51	341137.96	267651.2	279017.26	301123.38	290865.98	271387.49	279017.26	313910.86	271387.49	338781.54	311742.51	307450.64	273275.14	256748.15	284880.02	303217.87	378516.38	370726.6	322736.12	389157.95	273275.14	269512.87	400098.69	290865.98	419990.32	249727.34	253213.41	263966.36	288856.81	294926.33	1233.75	2997.45	1143.1	9.2	9474.59	223.41	8305.36	13586.57	1721.16	249.73	120.1	1733.13	941.27	995.0	457.25	16496.96	17.13	490.14	17317.18	384.34	796.86	182.55	6792.79	412.0	12764.83	19348.38	1.46	3564.78	248.0	39.79	5292.48	2384.37	1437.15	305.55	17437.64
POM121L7	2.14	0.0	0.0	0.0	0.0	0.14	0.13	0.0	0.13	0.32	1.39	0.0	0.56	0.89	0.77	0.0	0.39	1.06	0.73	0.0	0.53	0.0	0.78	0.35	0.0	0.71	0.0	0.71	0.12	0.53	0.0	0.6	0.37	0.89	0.0	0.0	0.99	0.0	1.58	2.43	0.0	0.39	0.0	0.0	2.01	1.01	0.33	0.0	1.46	0.0	1.41	0.0	0.0	0.0	0.0	0.72	0.92	0.57	0.15	16.15	4.06	16.63	14.89	5.63	3.0	1.69	7.0	4.24	17.51	5.87	4.82	11.73	6.26	9.56	3.66	16.39	7.4	2.78	2.86	8.71	4.35	13.93	15.22	5.5	2.51	4.43	1.85	8.32	19.53	4.62	7.06	17.13	19.25	6.36
