	TCGA.BH.A1ET.11B.23R.A137.07	TCGA.BH.A0AZ.11A.22R.A12P.07	TCGA.BH.A18Q.11A.34R.A12D.07	GTEX.S4P3.1326.SM.4AD6V	TCGA.B8.5552.11A.01R.1672.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.EJ.7794.01A.11R.2118.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.V1.A8WN.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.G9.6499.01A.12R.1965.07	TCGA.EJ.A8FO.01A.21R.A36G.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.CH.5763.01A.11R.1580.07	TCGA.VP.AA1N.01A.31R.A41O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.8200.01A.11R.A29R.07	TCGA.EJ.5510.01A.01R.1580.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.CH.5767.01A.11R.1789.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.2A.A8W1.01A.11R.A37L.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.HC.A8CY.01A.11R.A36G.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.CH.5745.01A.11R.1580.07	TCGA.CH.5789.01A.11R.1580.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.G9.6494.01A.11R.1789.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7789.11A.01R.2118.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.G9.6351.11A.01R.1965.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
NFKBIB	232.94	236.21	231.32	255.0	181.28	343.89	417.77	414.87	435.55	271.48	289.02	217.27	279.14	591.22	441.64	409.15	156.59	438.59	341.51	532.74	332.14	341.51	483.38	260.38	312.0	493.56	316.37	387.02	414.87	343.89	412.0	525.39	438.59	547.75	432.53	559.28	258.57	503.95	356.05	314.17	447.82	271.48	429.54	384.34	343.89	353.59	361.04	318.57	329.84	253.23	239.52	242.88	409.15	579.04	244.57	500.46	432.53	223.41	255.0	387.02	438.59	387.02	373.81	493.56	438.59	348.71	429.54	316.37	186.4	287.01	289.02	361.04	480.04	397.93	400.71	307.69	363.56	454.09	293.07	212.78	208.38	376.41	395.18	379.04	295.11	356.05	297.17	579.04	320.8	262.2	255.0	373.81	314.17	356.05	486.75	341.51	567.1	260.38	567.1	273.37	429.54	353.59	299.25	450.94	500.46	363.56	346.29	363.56	327.56	346.29	426.57	269.6	293.07	329.84
NOP10	2351.53	2209.26	2468.49	2367.9	2451.44	3589.58	3874.05	6207.38	5711.87	3540.14	4903.87	4298.64	3614.55	6037.61	5517.27	4972.34	3928.15	4358.66	3982.99	5006.93	4210.15	3928.15	6079.61	3103.19	3564.78	5954.47	4802.93	5006.93	5329.3	4671.57	5076.84	4010.71	4512.4	6561.36	4268.94	4481.23	3018.3	6607.01	4450.27	3419.52	6121.9	4903.87	4388.98	5954.47	5076.84	4972.34	4239.45	4512.4	5255.91	4210.15	4972.34	4210.15	7081.29	6294.04	3847.29	4481.23	7537.18	4152.18	4095.0	4268.94	6935.54	4704.07	4836.35	4450.27	4736.79	3955.48	4769.75	3665.02	3928.15	4038.61	5041.77	4736.79	4512.4	4419.52	3768.09	4123.49	4095.0	4869.99	4736.79	3768.09	3212.66	3639.7	3665.02	5041.77	3190.46	4388.98	3443.31	5831.91	4972.34	3716.2	4769.75	7331.05	4268.94	2956.17	5594.3	5292.48	4972.34	5711.87	5112.16	4736.79	4972.34	5913.33	6426.31	7433.4	2384.37	5711.87	4869.99	5112.16	4607.24	4543.8	5006.93	3665.02	5594.3	6121.9
NUDC	1498.22	1781.89	1529.73	1369.04	1427.22	1819.35	2240.11	3039.3	2400.97	1709.26	2271.4	1639.59	1870.53	3124.78	2935.74	2645.74	1870.53	2537.92	1781.89	2701.35	2303.12	2193.99	2796.65	1896.65	2573.36	3212.66	2384.37	2555.58	2720.15	2384.37	2816.11	2645.74	3168.41	3540.14	2609.3	2061.24	1662.49	2758.13	2209.26	1529.73	2004.85	2875.3	2384.37	2739.08	2367.9	2047.0	2224.63	2148.82	2384.37	1427.22	1991.0	2075.59	3467.27	3372.43	1662.49	2119.22	2758.13	1857.6	1594.73	2720.15	3103.19	2032.85	2664.15	2591.27	2835.7	2468.49	2537.92	2018.8	2090.03	2119.22	1832.01	2335.28	2434.5	2163.77	1617.0	2209.26	2224.63	2816.11	2075.59	1457.23	1936.53	1721.16	2018.8	2627.46	1709.26	2400.97	1923.14	2997.45	2104.58	1662.49	1909.85	2895.31	1923.14	1447.15	2915.45	2240.11	2682.69	2271.4	2739.08	1883.54	2240.11	3039.3	2178.83	2777.33	2075.59	2682.69	2627.46	1651.0	2090.03	2664.15	3103.19	2075.59	2434.5	2895.31
PDRG1	447.82	529.06	435.55	351.14	246.28	420.68	543.96	616.37	540.19	454.09	444.72	356.05	358.54	764.36	532.74	555.41	381.68	507.46	343.89	559.28	429.54	503.95	583.07	389.72	490.14	660.68	571.05	555.41	616.37	409.15	555.41	642.59	603.67	693.58	483.38	435.55	403.5	703.28	435.55	293.07	633.73	490.14	483.38	426.57	503.95	460.44	463.65	368.65	493.56	348.71	356.05	473.41	587.13	688.78	366.09	529.06	575.03	466.88	406.31	532.74	450.94	521.76	514.56	591.22	490.14	503.95	518.15	312.0	307.69	387.02	656.11	555.41	532.74	412.0	334.46	665.29	460.44	483.38	417.77	447.82	392.44	476.71	400.71	507.46	343.89	417.77	444.72	642.59	490.14	361.04	473.41	555.41	406.31	379.04	567.1	642.59	567.1	603.67	571.05	466.88	525.39	591.22	466.88	476.71	514.56	688.78	441.64	490.14	514.56	603.67	543.96	400.71	693.58	599.49
PFDN2	1259.69	1143.1	1044.52	743.43	1051.79	1519.15	1685.71	2573.36	2417.67	1331.57	1991.0	1250.98	1208.34	3168.41	2537.92	1781.89	1286.18	1977.24	1572.76	2816.11	1639.59	1662.49	3665.02	1378.57	1583.71	1572.76	2224.63	3124.78	2032.85	1781.89	2224.63	2417.67	1896.65	2739.08	2119.22	1529.73	1487.87	3874.05	1594.73	1628.26	2520.38	2335.28	2240.11	2075.59	1896.65	1896.65	1806.78	2163.77	1870.53	1119.56	2032.85	1427.22	3443.31	2855.44	1359.57	1857.6	2875.3	1883.54	1397.83	2997.45	2875.3	2701.35	1936.53	2209.26	2335.28	2004.85	2520.38	1313.23	1508.65	2193.99	1540.37	1572.76	1628.26	1832.01	1540.37	2061.24	2075.59	1883.54	2104.58	1268.46	1322.37	1008.9	1508.65	2434.5	1233.75	1870.53	1572.76	3280.18	2335.28	1304.15	2468.49	2875.3	1457.23	1350.18	2664.15	1832.01	3039.3	1977.24	2537.92	1286.18	1896.65	3060.45	1674.06	2434.5	2047.0	2047.0	2485.67	1697.45	1594.73	1923.14	2178.83	1467.37	1963.57	2148.82
PFDN6	1159.07	1277.29	1059.11	860.08	1477.58	1674.06	1769.57	3820.7	2193.99	1551.09	2367.9	1427.22	1529.73	4607.24	2400.97	1674.06	1388.16	2485.67	1551.09	2367.9	1991.0	1639.59	3742.05	1617.0	2061.24	3564.78	2224.63	2591.27	2451.44	1963.57	2573.36	2502.97	1909.85	2915.45	2148.82	1844.76	1498.22	4066.71	1950.0	1477.58	2255.7	1936.53	2090.03	2609.3	1870.53	1697.45	1769.57	1617.0	2090.03	1268.46	1883.54	1540.37	4038.61	2777.33	1498.22	1936.53	3794.3	1427.22	1674.06	2855.44	3820.7	2555.58	2682.69	2701.35	2335.28	2271.4	2739.08	1388.16	1583.71	2004.85	1819.35	1605.83	2018.8	1697.45	1572.76	2417.67	1991.0	2434.5	2090.03	1498.22	1551.09	1467.37	1605.83	3190.46	1378.57	2018.8	1583.71	3982.99	2255.7	1639.59	1662.49	2367.9	1733.13	2555.58	3467.27	1896.65	3124.78	2271.4	2018.8	1721.16	2004.85	2816.11	1709.26	2777.33	2816.11	2224.63	2645.74	1909.85	1844.76	1857.6	2163.77	1617.0	2133.97	2148.82
POLR2E	2119.22	2004.85	2287.2	2303.12	1322.37	2351.53	2997.45	4010.71	3212.66	2090.03	2956.17	1977.24	2682.69	3564.78	3928.15	3443.31	1896.65	3395.89	2502.97	3303.0	3443.31	2976.74	3901.01	2520.38	3847.29	4123.49	2739.08	3103.19	3372.43	3257.52	3589.58	3928.15	3928.15	3589.58	3515.68	3349.13	2485.67	4210.15	3515.68	1769.57	3690.52	3467.27	2915.45	3146.52	3280.18	2777.33	2997.45	3349.13	2835.7	2417.67	2451.44	2573.36	4671.57	4903.87	2303.12	3491.39	3124.78	2895.31	2193.99	3395.89	3614.55	3372.43	3039.3	2956.17	4358.66	3060.45	3874.05	2573.36	2485.67	2609.3	2976.74	3235.01	3257.52	3124.78	2701.35	3146.52	2997.45	3639.7	2976.74	2451.44	2451.44	2875.3	2255.7	3639.7	2367.9	3190.46	2739.08	4239.45	3257.52	2303.12	2997.45	3257.52	2875.3	2384.37	3768.09	3103.19	3325.99	3794.3	3665.02	2645.74	3190.46	4481.23	2835.7	3847.29	3212.66	3325.99	3039.3	2537.92	2895.31	3257.52	3955.48	2915.45	3257.52	3665.02
POLR2I	1216.75	1304.15	1447.15	902.89	591.22	1540.37	1674.06	2384.37	1819.35	1331.57	1551.09	1304.15	1806.78	2502.97	2335.28	2119.22	1233.75	2133.97	1378.57	2468.49	2193.99	1697.45	2956.17	1216.75	2468.49	2367.9	1923.14	1923.14	2485.67	2032.85	2417.67	2502.97	2701.35	2645.74	1806.78	2075.59	1397.83	3491.39	1844.76	1023.0	2627.46	2384.37	1806.78	2555.58	2537.92	1685.71	2148.82	1923.14	1709.26	1769.57	1572.76	1769.57	2895.31	3280.18	1216.75	1561.89	3690.52	1697.45	1127.35	2303.12	3639.7	1977.24	2367.9	2193.99	2956.17	2047.0	2451.44	1242.34	1498.22	1909.85	1685.71	2047.0	2645.74	2319.15	1331.57	1991.0	1870.53	2720.15	2018.8	1388.16	1397.83	1697.45	1331.57	2104.58	1378.57	1963.57	1551.09	3665.02	1857.6	1225.22	2004.85	2609.3	1844.76	1709.26	3467.27	2193.99	2303.12	2384.37	2664.15	1605.83	2047.0	3060.45	1870.53	2502.97	1617.0	2384.37	2645.74	1685.71	2004.85	1794.29	2520.38	1857.6	2319.15	2777.33
POLR2L	2555.58	2104.58	2400.97	2664.15	1651.0	3467.27	4066.71	7280.4	4543.8	2573.36	4328.55	2209.26	3491.39	6294.04	4152.18	4543.8	1883.54	4769.75	3257.52	3928.15	4575.41	3103.19	5831.91	2287.2	4481.23	7749.1	4575.41	5219.6	6121.9	4481.23	5711.87	6426.31	5329.3	4671.57	4481.23	6381.92	2163.77	5672.41	3847.29	2537.92	5441.3	4152.18	5441.3	5219.6	5041.77	4481.23	4937.99	4802.93	4481.23	3235.01	2664.15	3039.3	5517.27	7589.61	2997.45	5441.3	6121.9	3716.2	2645.74	4769.75	8718.32	4481.23	5366.37	4869.99	4388.98	4419.52	5517.27	3515.68	2701.35	3589.58	3820.7	4268.94	5366.37	3419.52	2976.74	3690.52	3742.05	6164.49	3395.89	2645.74	2434.5	3665.02	2875.3	4123.49	2573.36	4419.52	3190.46	8421.31	3928.15	2287.2	3716.2	4358.66	3349.13	2351.53	7331.05	3419.52	4869.99	6887.62	4836.35	2739.08	5147.73	5441.3	5147.73	5672.41	4869.99	5292.48	4095.0	4736.79	3589.58	4802.93	4328.55	3820.7	3901.01	4769.75
POP7	507.46	536.45	529.06	559.28	336.79	854.13	854.13	1487.87	896.64	579.04	1199.98	764.36	1023.0	1936.53	1073.91	836.53	607.87	1369.04	830.75	1561.89	1183.45	718.08	1437.15	830.75	1233.75	1340.84	808.0	1340.84	1119.56	1059.11	1331.57	1073.91	1096.5	1340.84	1030.12	1119.56	555.41	1977.24	1216.75	665.29	1369.04	1259.69	961.07	1286.18	1378.57	842.36	1119.56	1073.91	1268.46	1066.48	848.22	860.08	1639.59	1519.15	954.43	1216.75	1519.15	896.64	796.86	1088.92	1651.0	1651.0	1313.23	1467.37	1561.89	1066.48	1322.37	1051.79	743.43	1037.29	1127.35	802.41	1167.14	1151.06	1037.29	1081.39	1628.26	1304.15	909.17	723.08	612.11	909.17	884.29	1191.69	825.0	928.3	921.88	1340.84	1143.1	775.05	1081.39	1208.34	1340.84	902.89	1832.01	1259.69	1685.71	1322.37	1313.23	836.53	1199.98	1208.34	1322.37	1685.71	1191.69	1331.57	1167.14	902.89	981.29	785.88	1037.29	872.1	860.08	1417.35
PPP1CA	1757.34	1963.57	1832.01	1697.45	2178.83	3168.41	4181.07	5112.16	4123.49	2682.69	4358.66	2875.3	3325.99	5076.84	5076.84	4450.27	2573.36	4802.93	3443.31	4802.93	4210.15	3564.78	5147.73	3018.3	4671.57	5041.77	4123.49	3768.09	4704.07	5112.16	4123.49	4298.64	5041.77	5292.48	4095.0	3820.7	2796.65	5751.61	4358.66	2796.65	4358.66	4972.34	4769.75	5751.61	4181.07	3280.18	4388.98	4450.27	4388.98	3081.75	3443.31	3928.15	5403.7	6294.04	3639.7	4358.66	5329.3	3039.3	2935.74	4095.0	5995.9	4010.71	4388.98	3639.7	5255.91	4268.94	5076.84	3018.3	3235.01	3742.05	3768.09	4704.07	4419.52	4450.27	3443.31	3103.19	4010.71	5076.84	4066.71	3018.3	3564.78	4358.66	3820.7	4671.57	2502.97	4607.24	3280.18	5555.65	4010.71	3081.75	2875.3	4450.27	3901.01	3235.01	5954.47	4802.93	5441.3	4268.94	4769.75	3742.05	4181.07	4388.98	4388.98	5594.3	5555.65	5366.37	4450.27	4575.41	5255.91	4769.75	4736.79	4328.55	4512.4	5633.22
PRELID1	1674.06	1709.26	1909.85	2209.26	1407.55	2090.03	2816.11	4358.66	2816.11	1977.24	3124.78	2032.85	2319.15	5219.6	3257.52	3257.52	1709.26	2777.33	1991.0	3540.14	2645.74	2133.97	3794.3	2148.82	3081.75	3491.39	2701.35	3103.19	3491.39	2796.65	3325.99	3540.14	3168.41	4869.99	2664.15	2875.3	1963.57	5633.22	2796.65	1963.57	3515.68	3349.13	2816.11	3257.52	3039.3	2720.15	2537.92	2573.36	3081.75	2816.11	2335.28	2255.7	5672.41	4450.27	2032.85	2434.5	5403.7	2468.49	1819.35	3124.78	4328.55	2271.4	3212.66	2976.74	3395.89	2400.97	3103.19	1909.85	2255.7	2573.36	2591.27	2400.97	3190.46	2573.36	2104.58	2209.26	2434.5	3168.41	3257.52	2178.83	2178.83	2319.15	1896.65	3018.3	1909.85	2796.65	2240.11	5403.7	2739.08	2075.59	2255.7	3794.3	2664.15	2255.7	4836.35	2875.3	3564.78	3325.99	3742.05	2271.4	3060.45	3467.27	2537.92	3491.39	3443.31	3515.68	3372.43	2555.58	2224.63	2758.13	2895.31	2193.99	2835.7	3515.68
PRR5	318.57	237.86	346.29	373.81	102.97	387.02	371.22	878.17	285.03	221.86	525.39	260.38	384.34	813.63	514.56	612.11	209.84	429.54	373.81	1008.9	587.13	366.09	688.78	325.29	669.92	603.67	392.44	674.59	802.41	497.0	642.59	579.04	420.68	1143.1	450.94	406.31	384.34	669.92	738.29	211.31	791.35	412.0	466.88	688.78	616.37	312.0	460.44	490.14	470.14	500.46	309.83	503.95	486.75	684.02	353.59	759.08	819.3	351.14	248.0	567.1	1030.12	229.72	532.74	1066.48	718.08	400.71	295.11	587.13	379.04	444.72	389.72	426.57	941.27	703.28	159.9	309.83	583.07	759.08	466.88	265.87	287.01	529.06	246.28	435.55	368.65	651.58	387.02	842.36	432.53	316.37	454.09	480.04	493.56	363.56	769.69	420.68	579.04	575.03	392.44	426.57	753.83	536.45	624.99	497.0	934.76	748.61	616.37	361.04	305.55	414.87	591.22	412.0	366.09	414.87
PSMD9	988.12	1096.5	988.12	1143.1	723.08	1059.11	1167.14	1794.29	1369.04	1151.06	1350.18	961.07	1313.23	1991.0	1540.37	1322.37	902.89	1487.87	1111.82	1331.57	1594.73	1208.34	1457.23	995.0	1378.57	1991.0	1322.37	1721.16	1519.15	1216.75	1662.49	1519.15	1286.18	1437.15	1487.87	1617.0	967.76	1594.73	1322.37	884.29	2434.5	1135.2	1487.87	1923.14	1427.22	1286.18	1745.2	1277.29	1388.16	974.5	1096.5	1096.5	1936.53	2061.24	1037.29	1447.15	1477.58	1159.07	1023.0	1397.83	2104.58	1216.75	1757.34	2104.58	1508.65	1331.57	1487.87	1127.35	1044.52	1277.29	1159.07	1199.98	1639.59	1322.37	961.07	1605.83	1540.37	1417.35	1437.15	967.76	967.76	1250.98	1037.29	1467.37	947.83	1242.34	1073.91	1340.84	1277.29	1051.79	2193.99	1350.18	1407.55	1286.18	1167.14	1286.18	1583.71	1340.84	1498.22	1044.52	1437.15	1757.34	1519.15	1594.73	1286.18	1950.0	1651.0	1427.22	1322.37	1350.18	1378.57	1322.37	1331.57	1331.57
R3HDM4	748.61	866.07	780.44	1233.75	974.5	1242.34	3103.19	1721.16	1639.59	830.75	1447.15	974.5	1208.34	2004.85	1806.78	2555.58	890.44	1583.71	1216.75	1963.57	988.12	1216.75	1745.2	981.29	1508.65	1909.85	1233.75	1662.49	1340.84	1331.57	1242.34	1806.78	1617.0	3018.3	1268.46	1037.29	1143.1	1819.35	1529.73	1331.57	1844.76	1498.22	1769.57	1331.57	1119.56	1529.73	1519.15	1605.83	1508.65	1639.59	1143.1	1159.07	2255.7	1832.01	1015.93	1331.57	1529.73	896.64	1044.52	1572.76	1104.13	1268.46	1540.37	1883.54	1540.37	1268.46	1674.06	1508.65	921.88	1268.46	1427.22	1322.37	1594.73	1250.98	1427.22	1167.14	1322.37	1295.13	1216.75	961.07	981.29	1417.35	1331.57	1427.22	1111.82	1359.57	1159.07	2061.24	1467.37	995.0	1233.75	1498.22	1104.13	1199.98	2075.59	1498.22	1662.49	1250.98	2627.46	1216.75	1628.26	1498.22	1529.73	1259.69	1844.76	1628.26	1135.2	1208.34	1104.13	1350.18	1870.53	1183.45	1268.46	1709.26
REEP6	497.0	1030.12	825.0	176.29	212.78	1709.26	1662.49	4358.66	1857.6	638.15	2018.8	896.64	1832.01	6337.83	1674.06	2061.24	825.0	2255.7	1199.98	4152.18	1008.9	1208.34	3564.78	1073.91	3060.45	4298.64	1427.22	2796.65	2997.45	1923.14	1350.18	2720.15	3039.3	2468.49	1540.37	819.3	693.58	3982.99	1605.83	529.06	3103.19	2367.9	3280.18	2133.97	2133.97	1628.26	1844.76	2335.28	3146.52	2163.77	1135.2	1277.29	3901.01	1950.0	995.0	2335.28	2502.97	1037.29	819.3	1936.53	2434.5	1721.16	2485.67	2609.3	2335.28	1159.07	4066.71	1313.23	848.22	1487.87	2075.59	2104.58	2303.12	2664.15	1651.0	1457.23	1331.57	2032.85	1277.29	679.29	947.83	1870.53	1378.57	3716.2	836.53	2777.33	1331.57	7589.61	1378.57	988.12	1551.09	2351.53	1096.5	470.14	4210.15	2018.8	1594.73	1844.76	2193.99	1216.75	2032.85	2384.37	2915.45	1870.53	2104.58	2895.31	2047.0	1674.06	1745.2	2018.8	2591.27	1477.58	1498.22	2163.77
ROMO1	1745.2	1844.76	1936.53	1781.89	1896.65	2956.17	4575.41	7130.55	6164.49	3467.27	3847.29	2956.17	3325.99	12076.21	5479.15	5112.16	3665.02	5403.7	3820.7	6652.97	5366.37	3820.7	8479.89	3039.3	4802.93	8191.0	5292.48	5995.9	7032.37	4268.94	5633.22	7966.99	5995.9	10084.54	6207.38	6983.79	3060.45	12244.81	4736.79	2835.7	3467.27	4512.4	5594.3	6037.61	5183.54	5183.54	5041.77	5751.61	3794.3	3039.3	3928.15	4010.71	8658.09	10440.2	2875.3	5633.22	9540.5	4836.35	2816.11	7695.57	10014.87	5006.93	6337.83	8363.13	7749.1	5041.77	6471.02	4152.18	3395.89	5076.84	5219.6	4671.57	6699.25	4481.23	3467.27	5183.54	4210.15	5441.3	5751.61	3060.45	2997.45	3690.52	3039.3	6983.79	1991.0	4937.99	3491.39	10014.87	5711.87	3039.3	5995.9	5831.91	4038.61	3372.43	10014.87	6840.04	6983.79	5594.3	5219.6	2935.74	5633.22	7130.55	6561.36	8247.98	6516.03	7081.29	7911.95	4972.34	4298.64	4704.07	5791.62	4010.71	5672.41	7485.11
RPP21	796.86	825.0	967.76	1015.93	441.64	1167.14	1594.73	2400.97	1628.26	1015.93	1447.15	988.12	1304.15	2468.49	2209.26	1508.65	791.35	1745.2	1143.1	2255.7	1447.15	1369.04	2875.3	1119.56	1594.73	2163.77	1950.0	1819.35	1806.78	1806.78	1733.13	2119.22	1909.85	2451.44	1697.45	1457.23	1015.93	2319.15	1674.06	1259.69	2209.26	1617.0	1628.26	2018.8	1923.14	1794.29	1583.71	1540.37	1519.15	1268.46	1304.15	1388.16	2895.31	2777.33	1159.07	1685.71	2627.46	1437.15	995.0	1883.54	3124.78	1662.49	1819.35	1832.01	2468.49	1551.09	2004.85	1268.46	1295.13	1781.89	1498.22	1745.2	2148.82	1639.59	1051.79	1378.57	1769.57	1806.78	1963.57	974.5	1111.82	1561.89	1081.39	1870.53	1059.11	1639.59	1331.57	2555.58	1923.14	1073.91	1909.85	1870.53	1359.57	2061.24	2520.38	1617.0	2209.26	1819.35	2209.26	1322.37	2047.0	2133.97	1662.49	2075.59	2209.26	2018.8	2367.9	1487.87	1427.22	1896.65	2163.77	1259.69	1883.54	2319.15
RPS19BP1	1208.34	1286.18	1199.98	802.41	656.11	2976.74	2976.74	5555.65	3540.14	1709.26	4010.71	1519.15	2664.15	5672.41	4298.64	3395.89	1674.06	3665.02	2351.53	4736.79	3190.46	2835.7	4769.75	2018.8	4268.94	4298.64	3614.55	4639.29	4903.87	3257.52	4543.8	4388.98	4038.61	5292.48	3690.52	3665.02	1963.57	4210.15	3665.02	981.29	4736.79	3467.27	3443.31	4268.94	5041.77	3257.52	3081.75	3467.27	3768.09	3168.41	2537.92	2956.17	5791.62	5711.87	2271.4	3589.58	5594.3	2609.3	1757.34	3901.01	7382.04	3395.89	3540.14	5292.48	4769.75	3589.58	4152.18	2047.0	2047.0	2875.3	3039.3	3515.68	5112.16	3190.46	1572.76	3443.31	3235.01	5006.93	3794.3	1832.01	1923.14	2956.17	2417.67	3419.52	2240.11	3716.2	2682.69	7280.4	4010.71	2271.4	3060.45	3589.58	3982.99	2468.49	4869.99	2609.3	4181.07	3124.78	3419.52	2591.27	4543.8	3372.43	3820.7	4639.29	5006.93	5006.93	3874.05	3257.52	3303.0	4010.71	4388.98	2855.44	3716.2	4181.07
SAC3D1	112.77	114.36	149.12	118.43	68.55	195.72	165.57	503.95	232.94	125.24	281.09	162.14	246.28	463.65	277.2	173.85	130.6	332.14	198.47	356.05	353.59	199.85	507.46	190.34	327.56	384.34	229.72	307.69	339.14	242.88	318.57	307.69	249.73	291.04	264.03	208.38	119.26	620.67	348.71	159.9	246.28	389.72	265.87	368.65	287.01	199.85	307.69	198.47	318.57	199.85	173.85	218.79	529.06	684.02	191.67	264.03	470.14	223.41	195.72	293.07	521.76	289.02	397.93	379.04	466.88	275.28	271.48	194.36	209.84	277.2	273.37	241.19	387.02	373.81	152.28	171.45	325.29	356.05	275.28	132.44	139.07	190.34	137.14	348.71	221.86	283.05	277.2	500.46	249.73	212.78	234.57	414.87	265.87	293.07	463.65	373.81	435.55	420.68	246.28	246.28	285.03	497.0	339.14	420.68	551.56	514.56	409.15	204.07	178.77	189.02	291.04	193.01	187.71	260.38
