	TCGA.BL.A13J.11A.13R.A10U.07	TCGA.BT.A20Q.11A.11R.A14Y.07	TCGA.G4.6302.01A.11R.1723.07	TCGA.A6.2675.11A.01R.1723.07	TCGA.AZ.6605.11A.01R.1839.07	TCGA.LN.A4A5.01A.21R.A260.31	TCGA.LN.A9FP.01A.31R.A38D.31	TCGA.L5.A4OQ.11A.12R.A260.31	TCGA.IG.A3I8.11A.11R.A24K.31	TCGA.L5.A4OO.11A.12R.A260.31	GTEX.13QJ3.1926.SM.5QGQM	GTEX.YJ8O.0326.SM.5RQJW	GTEX.131XF.1126.SM.5HL8J	GTEX.ZYFC.2226.SM.5NQ96	GTEX.14E7W.1926.SM.5S2R9	GTEX.11NUK.1726.SM.5A5L2	GTEX.ZYW4.1626.SM.5GIE6	GTEX.Y111.1826.SM.4SOIR	GTEX.132NY.2026.SM.5L3FM	GTEX.12696.1526.SM.5EGL6	GTEX.11DYG.1926.SM.5H12I	GTEX.XQ3S.1026.SM.4BOPJ	GTEX.13OVL.2726.SM.5J2MP	GTEX.11OF3.2326.SM.5GU73	GTEX.ZAK1.1826.SM.5HL93	GTEX.11UD2.1526.SM.5EQLQ	GTEX.WFJO.0426.SM.4LVM7	GTEX.Y111.1726.SM.4SOIQ	GTEX.WH7G.1026.SM.4LVML	GTEX.1212Z.2026.SM.5N9EA	GTEX.13NYB.0826.SM.5MR4V	GTEX.ZYFC.1726.SM.5GZYX	GTEX.13G51.1026.SM.5K7YQ	GTEX.RNOR.1326.SM.48FDE	GTEX.11DYG.1426.SM.5A5JR	GTEX.12WSD.1926.SM.5GCOV	GTEX.WFJO.0726.SM.4LVM8	GTEX.T6MN.1526.SM.4DM5P	GTEX.ZT9W.1226.SM.57WE4	GTEX.RU72.0826.SM.46MUS	GTEX.R55D.1226.SM.48FE9	GTEX.RM2N.0626.SM.48FD6	GTEX.RTLS.1226.SM.46MUP	GTEX.U4B1.0926.SM.4DXUV	GTEX.ZYVF.2326.SM.5E44Z	GTEX.P78B.1126.SM.3P615	GTEX.11ONC.1426.SM.5N9F4	GTEX.P4PP.0726.SM.3NM9S	GTEX.WRHK.0426.SM.4MVOG	GTEX.11ZUS.0926.SM.5FQSY	GTEX.13QJ3.1826.SM.5S2PT	GTEX.ZAB4.1226.SM.5CVN5	GTEX.PLZ6.0626.SM.3P61B	GTEX.11P7K.1226.SM.5HL4X	GTEX.T5JC.1826.SM.4DM6E	GTEX.14BMV.1426.SM.5S2WA	GTEX.11EQ9.0826.SM.5986Y	GTEX.XQ3S.1226.SM.4BOPP	GTEX.YECK.1726.SM.5IFI3	GTEX.117YW.2026.SM.5N9BH	GTEX.145MH.1226.SM.5RQJT	GTEX.ZYT6.1226.SM.5E44Q	GTEX.OHPM.0726.SM.3LK7A	GTEX.WZTO.1526.SM.4PQYQ	GTEX.T2IS.0926.SM.4DM5B	GTEX.RWSA.1326.SM.47JX9	GTEX.S95S.0326.SM.4B66U	TCGA.AG.3732.11A.01R.1660.07	TCGA.RD.A8N4.01A.21R.A36D.31	TCGA.HU.A4GH.11A.11R.A36D.31	TCGA.FP.7735.11A.01R.2055.13	TCGA.FP.7829.11A.01R.2055.13	TCGA.HU.A4G3.11A.11R.A24K.31
PEX26	305.55	275.28	164.42	647.07	175.07	316.37	258.57	314.17	269.6	301.33	275.28	181.28	228.13	114.36	187.71	206.94	239.52	255.0	182.55	177.53	191.67	175.07	153.34	127.0	144.01	81.14	332.14	187.71	285.03	136.19	139.07	186.4	154.42	237.86	202.66	248.0	444.72	217.27	307.69	260.38	303.44	264.03	197.09	381.68	226.54	244.57	151.22	305.55	339.14	163.28	183.82	128.79	334.46	376.41	199.85	154.42	248.0	221.86	177.53	133.36	177.53	205.5	473.41	185.11	204.07	211.31	246.28	242.88	358.54	429.54	409.15	414.87	366.09
PUM2	1359.57	1199.98	836.53	947.83	1143.1	1143.1	1277.29	1051.79	995.0	1037.29	764.36	878.17	1051.79	819.3	961.07	974.5	748.61	872.1	733.19	808.0	866.07	764.36	878.17	890.44	954.43	579.04	1233.75	796.86	1295.13	607.87	854.13	890.44	848.22	921.88	890.44	1073.91	1313.23	988.12	1322.37	988.12	1191.69	1208.34	796.86	1594.73	954.43	1015.93	733.19	1119.56	1331.57	842.36	733.19	921.88	1378.57	1111.82	1044.52	902.89	1216.75	780.44	738.29	753.83	1015.93	825.0	1457.23	902.89	981.29	866.07	1066.48	1417.35	1233.75	1135.2	848.22	1191.69	1467.37
RAB35	842.36	802.41	830.75	813.63	848.22	836.53	961.07	1096.5	1023.0	796.86	669.92	713.11	934.76	583.07	567.1	629.35	559.28	764.36	603.67	551.56	669.92	728.11	500.46	457.25	679.29	529.06	1037.29	647.07	1030.12	543.96	536.45	638.15	547.75	684.02	813.63	684.02	1225.22	718.08	848.22	791.35	896.64	854.13	575.03	1088.92	647.07	825.0	571.05	684.02	1023.0	688.78	575.03	599.49	921.88	1051.79	587.13	457.25	1015.93	769.69	708.18	583.07	642.59	674.59	1066.48	616.37	723.08	802.41	1073.91	813.63	660.68	624.99	688.78	884.29	624.99
RAB5B	2796.65	3018.3	1745.2	2537.92	3665.02	2485.67	2537.92	2485.67	3443.31	2240.11	1037.29	1066.48	2664.15	961.07	1457.23	1277.29	1639.59	1081.39	1030.12	1340.84	1561.89	1508.65	1096.5	902.89	1295.13	688.78	2485.67	813.63	2758.13	988.12	1208.34	1295.13	1044.52	1322.37	2193.99	2209.26	2895.31	1572.76	3146.52	1662.49	2835.7	3081.75	1313.23	3515.68	1304.15	2384.37	915.51	2485.67	3419.52	1111.82	1208.34	1199.98	3372.43	3081.75	1857.6	1551.09	3018.3	1397.83	1104.13	802.41	1561.89	1427.22	3467.27	1119.56	1551.09	1781.89	2502.97	2739.08	2335.28	2303.12	2758.13	3103.19	2573.36
RALBP1	1322.37	1378.57	995.0	909.17	934.76	1104.13	1081.39	974.5	1350.18	902.89	579.04	551.56	1081.39	466.88	571.05	587.13	497.0	591.22	599.49	417.77	723.08	486.75	518.15	540.19	571.05	384.34	1135.2	540.19	1030.12	525.39	660.68	583.07	480.04	616.37	769.69	813.63	1350.18	591.22	1417.35	723.08	988.12	1037.29	591.22	1407.55	642.59	830.75	500.46	974.5	1096.5	500.46	583.07	769.69	854.13	1540.37	759.08	612.11	915.51	532.74	483.38	571.05	579.04	665.29	1540.37	543.96	688.78	665.29	830.75	1135.2	967.76	848.22	813.63	954.43	708.18
RNF14	1073.91	1233.75	591.22	796.86	954.43	563.18	723.08	842.36	1369.04	802.41	579.04	629.35	1127.35	669.92	679.29	764.36	769.69	651.58	555.41	743.43	819.3	698.41	620.67	525.39	679.29	518.15	1151.06	567.1	995.0	629.35	698.41	819.3	624.99	633.73	909.17	921.88	1175.27	759.08	1037.29	764.36	909.17	1044.52	684.02	1096.5	723.08	791.35	599.49	1167.14	974.5	638.15	603.67	753.83	1001.93	1143.1	860.08	656.11	947.83	703.28	607.87	547.75	764.36	813.63	1104.13	651.58	775.05	808.0	896.64	1127.35	802.41	915.51	830.75	1096.5	1008.9
RNF38	967.76	947.83	476.71	559.28	1059.11	454.09	674.59	791.35	974.5	733.19	435.55	426.57	748.61	426.57	514.56	497.0	429.54	470.14	423.61	470.14	540.19	343.89	429.54	412.0	466.88	267.73	607.87	423.61	679.29	323.03	490.14	503.95	371.22	466.88	620.67	665.29	733.19	540.19	825.0	476.71	684.02	679.29	466.88	1088.92	406.31	563.18	371.22	688.78	802.41	480.04	361.04	514.56	728.11	896.64	536.45	567.1	708.18	423.61	406.31	381.68	518.15	473.41	813.63	426.57	521.76	473.41	579.04	981.29	1378.57	1407.55	665.29	1183.45	1857.6
RP11-122A3.2	1081.39	1081.39	1135.2	954.43	4152.18	420.68	759.08	1268.46	1143.1	961.07	312.0	353.59	743.43	116.78	412.0	420.68	559.28	295.11	314.17	500.46	387.02	334.46	318.57	224.97	392.44	242.88	802.41	226.54	703.28	358.54	361.04	204.07	244.57	269.6	435.55	612.11	1151.06	460.44	878.17	447.82	819.3	842.36	373.81	1225.22	429.54	486.75	199.85	854.13	1259.69	242.88	291.04	429.54	884.29	1023.0	713.11	392.44	708.18	371.22	275.28	234.57	307.69	409.15	1037.29	299.25	429.54	616.37	825.0	1936.53	1135.2	1044.52	1304.15	743.43	1870.53
RPS6KA2	819.3	647.07	665.29	368.65	612.11	201.25	532.74	860.08	825.0	616.37	389.72	447.82	1662.49	269.6	223.41	285.03	332.14	303.44	239.52	246.28	353.59	193.01	281.09	246.28	226.54	161.02	748.61	307.69	1295.13	264.03	444.72	395.18	303.44	432.53	409.15	497.0	934.76	323.03	674.59	323.03	703.28	1277.29	575.03	775.05	460.44	447.82	241.19	759.08	1066.48	356.05	348.71	521.76	718.08	1378.57	503.95	426.57	1216.75	287.01	314.17	341.51	403.5	503.95	669.92	289.02	389.72	476.71	759.08	441.64	473.41	486.75	543.96	733.19	457.25
RYK	1651.0	1286.18	860.08	860.08	1359.57	1733.13	1242.34	1175.27	1295.13	1143.1	753.83	583.07	1477.58	819.3	1015.93	679.29	759.08	813.63	688.78	743.43	934.76	723.08	780.44	860.08	961.07	587.13	1259.69	764.36	1617.0	540.19	825.0	909.17	748.61	878.17	1059.11	1175.27	947.83	775.05	1519.15	988.12	1551.09	1397.83	981.29	1331.57	842.36	1066.48	780.44	1044.52	1250.98	890.44	638.15	1051.79	1030.12	1268.46	884.29	1066.48	1277.29	775.05	753.83	684.02	1191.69	947.83	1119.56	796.86	1051.79	819.3	1167.14	1508.65	1369.04	1159.07	1322.37	1208.34	1477.58
SCRN1	884.29	921.88	967.76	656.11	1331.57	1044.52	1183.45	1605.83	1529.73	1350.18	642.59	629.35	1037.29	612.11	890.44	718.08	878.17	669.92	595.34	981.29	842.36	748.61	563.18	423.61	679.29	507.46	954.43	583.07	1151.06	543.96	698.41	708.18	612.11	669.92	872.1	974.5	1081.39	819.3	1350.18	775.05	1159.07	1104.13	785.88	1250.98	638.15	961.07	518.15	1208.34	1151.06	642.59	684.02	836.53	1127.35	1151.06	928.3	698.41	974.5	698.41	656.11	420.68	616.37	780.44	1350.18	583.07	819.3	748.61	890.44	1037.29	848.22	1159.07	1023.0	1378.57	1151.06
SERINC1	4481.23	3955.48	3103.19	3018.3	4607.24	2133.97	3690.52	4607.24	5006.93	3349.13	2520.38	2061.24	3303.0	2720.15	2163.77	2451.44	2485.67	2468.49	2720.15	2555.58	2956.17	1733.13	2133.97	2047.0	2485.67	2104.58	3303.0	1936.53	3303.0	1794.29	2609.3	2384.37	1883.54	2468.49	2976.74	3491.39	3874.05	2434.5	3768.09	2271.4	3212.66	3820.7	2976.74	4038.61	2351.53	2417.67	2468.49	3349.13	4181.07	2720.15	2209.26	2895.31	3665.02	4268.94	2796.65	2682.69	3419.52	1909.85	2178.83	2555.58	2591.27	2400.97	3820.7	2335.28	2777.33	2573.36	2956.17	5041.77	3190.46	3665.02	3235.01	4066.71	3820.7
SLAIN2	2720.15	2627.46	884.29	1340.84	1745.2	1175.27	1685.71	1388.16	1896.65	1407.55	647.07	450.94	1407.55	420.68	587.13	497.0	612.11	642.59	529.06	567.1	753.83	713.11	500.46	435.55	587.13	412.0	1397.83	540.19	1437.15	447.82	860.08	571.05	473.41	529.06	1073.91	1151.06	1350.18	1104.13	1639.59	854.13	1674.06	1407.55	638.15	2133.97	579.04	1286.18	441.64	1388.16	1685.71	579.04	723.08	743.43	1508.65	1745.2	1167.14	713.11	1519.15	540.19	460.44	447.82	884.29	947.83	2104.58	540.19	791.35	860.08	1359.57	1540.37	1628.26	1870.53	1350.18	1977.24	2537.92
SMAD4	1572.76	1313.23	802.41	1001.93	1397.83	796.86	1081.39	1313.23	1242.34	1191.69	693.58	540.19	1583.71	679.29	854.13	612.11	1088.92	775.05	656.11	941.27	1044.52	656.11	571.05	559.28	954.43	441.64	1447.15	507.46	1529.73	457.25	791.35	764.36	607.87	813.63	1225.22	1268.46	1794.29	723.08	1745.2	915.51	1685.71	1583.71	679.29	2956.17	825.0	1001.93	728.11	1286.18	1844.76	819.3	703.28	934.76	1769.57	1757.34	1111.82	1001.93	1923.14	796.86	748.61	514.56	738.29	878.17	1745.2	791.35	848.22	1066.48	1487.87	1572.76	1268.46	1457.23	1066.48	1313.23	1709.26
SORT1	819.3	1088.92	571.05	603.67	713.11	579.04	808.0	1378.57	1331.57	947.83	698.41	460.44	1437.15	483.38	368.65	743.43	743.43	441.64	361.04	684.02	825.0	486.75	555.41	293.07	426.57	368.65	1417.35	376.41	1757.34	490.14	638.15	543.96	563.18	624.99	995.0	896.64	1963.57	480.04	1709.26	633.73	1340.84	1745.2	748.61	2061.24	693.58	825.0	432.53	1104.13	2451.44	629.35	620.67	599.49	2104.58	1769.57	854.13	813.63	1794.29	532.74	529.06	387.02	514.56	620.67	1781.89	473.41	543.96	915.51	1883.54	656.11	854.13	836.53	633.73	1059.11	753.83
SOWAHC	417.77	255.0	325.29	339.14	205.5	403.5	836.53	514.56	511.0	291.04	151.22	127.0	246.28	97.36	113.56	141.02	107.38	152.28	109.66	85.82	205.5	118.43	163.28	167.9	110.43	138.1	206.94	117.6	271.48	150.17	182.55	133.36	127.89	135.24	212.78	215.77	249.73	204.07	248.0	171.45	262.2	239.52	136.19	316.37	180.02	226.54	97.36	231.32	239.52	144.01	155.5	153.34	212.78	215.77	212.78	176.29	224.97	149.12	102.97	111.99	159.9	190.34	289.02	127.0	186.4	211.31	229.72	301.33	287.01	260.38	186.4	299.25	277.2
STON1	1111.82	785.88	921.88	941.27	2240.11	1572.76	2591.27	2682.69	3146.52	4181.07	363.56	379.04	1397.83	293.07	450.94	301.33	629.35	483.38	353.59	616.37	723.08	366.09	995.0	423.61	497.0	470.14	1397.83	559.28	1685.71	409.15	532.74	629.35	497.0	486.75	796.86	909.17	1242.34	480.04	1001.93	860.08	1781.89	1044.52	780.44	1250.98	518.15	872.1	599.49	1059.11	1008.9	575.03	450.94	902.89	1498.22	1350.18	1295.13	1081.39	1030.12	483.38	525.39	277.2	620.67	521.76	1745.2	567.1	708.18	890.44	961.07	1963.57	1977.24	1936.53	1529.73	1159.07	2645.74
STX7	1104.13	1015.93	660.68	521.76	780.44	490.14	647.07	796.86	974.5	679.29	316.37	353.59	961.07	327.56	507.46	379.04	447.82	417.77	371.22	432.53	571.05	406.31	351.14	435.55	493.56	244.57	842.36	320.8	947.83	258.57	473.41	521.76	368.65	473.41	753.83	688.78	1081.39	536.45	988.12	423.61	785.88	1051.79	493.56	1519.15	507.46	591.22	329.84	708.18	872.1	373.81	384.34	567.1	1001.93	995.0	603.67	603.67	1030.12	463.65	397.93	346.29	438.59	616.37	1051.79	412.0	563.18	473.41	748.61	1066.48	665.29	830.75	571.05	1143.1	848.22
SYPL1	2645.74	2133.97	2915.45	2133.97	3039.3	2434.5	2645.74	1991.0	2018.8	2061.24	1540.37	1457.23	2209.26	1551.09	1467.37	1651.0	1322.37	1447.15	1551.09	1437.15	1909.85	1199.98	1388.16	1721.16	1498.22	1119.56	2434.5	1242.34	2287.2	1277.29	1697.45	1639.59	1159.07	1583.71	1662.49	2004.85	2468.49	1733.13	3060.45	1651.0	2287.2	2240.11	1662.49	2537.92	1685.71	1628.26	1295.13	2573.36	2682.69	1617.0	1340.84	1508.65	2104.58	2935.74	1794.29	1467.37	2061.24	1304.15	1216.75	1832.01	1781.89	1628.26	3235.01	1467.37	1819.35	1340.84	1977.24	3349.13	2417.67	2591.27	2004.85	1950.0	2537.92
TACC1	5995.9	4802.93	3589.58	2935.74	5329.3	2976.74	7537.18	9945.68	8778.97	6699.25	2451.44	2163.77	5403.7	1674.06	2032.85	2816.11	3303.0	2351.53	1437.15	2591.27	4095.0	2104.58	2555.58	1769.57	2855.44	1909.85	4639.29	2133.97	5711.87	2209.26	2335.28	2335.28	2335.28	3146.52	4481.23	5403.7	4972.34	3235.01	5517.27	3146.52	5913.33	5403.7	4066.71	8191.0	3146.52	3491.39	2609.3	5041.77	6561.36	2701.35	2720.15	3280.18	6164.49	5006.93	4328.55	3665.02	5954.47	2400.97	2835.7	2075.59	2855.44	2645.74	6516.03	2701.35	2502.97	4575.41	5219.6	4152.18	5441.3	5441.3	4869.99	5403.7	6079.61
TAF15	3168.41	3665.02	3443.31	2875.3	2796.65	5366.37	4123.49	3190.46	3742.05	3768.09	2335.28	1963.57	4450.27	1896.65	2468.49	2537.92	3103.19	2209.26	1111.82	2758.13	2758.13	2032.85	2193.99	2240.11	2133.97	2739.08	5872.48	2537.92	4239.45	1059.11	2367.9	2075.59	2816.11	2367.9	3103.19	2701.35	5555.65	2367.9	6426.31	1977.24	5517.27	4671.57	2434.5	5555.65	2816.11	3081.75	2133.97	3639.7	2434.5	2047.0	2645.74	2664.15	6381.92	5441.3	2367.9	2468.49	6294.04	2119.22	2434.5	1909.85	2573.36	2367.9	5517.27	2400.97	2004.85	2701.35	4328.55	2935.74	2915.45	2758.13	2997.45	3039.3	3039.3
TAX1BP1	2796.65	2835.7	1794.29	1794.29	2018.8	2047.0	1857.6	1651.0	2061.24	1583.71	819.3	819.3	2004.85	684.02	988.12	1167.14	1127.35	860.08	769.69	1127.35	1277.29	961.07	928.3	703.28	988.12	753.83	1883.54	791.35	2018.8	860.08	1059.11	974.5	854.13	890.44	1437.15	1685.71	2061.24	1322.37	2417.67	1059.11	2209.26	2163.77	1044.52	2664.15	1066.48	1378.57	813.63	2047.0	2303.12	825.0	808.0	967.76	2255.7	2351.53	1313.23	1322.37	2090.03	954.43	819.3	854.13	1268.46	1277.29	2417.67	954.43	1051.79	1331.57	1950.0	2367.9	1709.26	1721.16	1781.89	2018.8	2434.5
TJP2	1216.75	860.08	607.87	1268.46	221.86	1242.34	1081.39	1037.29	1208.34	693.58	591.22	518.15	1277.29	309.83	289.02	348.71	616.37	703.28	444.72	384.34	624.99	483.38	529.06	753.83	624.99	759.08	1407.55	651.58	1268.46	688.78	703.28	503.95	642.59	791.35	642.59	1250.98	1745.2	988.12	1674.06	860.08	1674.06	1397.83	825.0	2287.2	708.18	1088.92	764.36	1709.26	2319.15	454.09	587.13	802.41	2032.85	1322.37	1015.93	842.36	1407.55	647.07	638.15	660.68	748.61	595.34	2555.58	808.0	753.83	718.08	1572.76	420.68	1388.16	1350.18	1340.84	1167.14	1233.75
TMEM245	974.5	769.69	759.08	759.08	1529.73	660.68	1066.48	1111.82	1857.6	1088.92	503.95	444.72	1051.79	376.41	575.03	409.15	493.56	497.0	387.02	483.38	802.41	551.56	579.04	490.14	503.95	397.93	825.0	457.25	1073.91	397.93	532.74	591.22	497.0	571.05	915.51	896.64	860.08	638.15	1369.04	624.99	1175.27	967.76	591.22	1250.98	555.41	748.61	454.09	1030.12	954.43	518.15	551.56	656.11	928.3	890.44	802.41	775.05	961.07	612.11	432.53	376.41	595.34	836.53	1397.83	567.1	660.68	651.58	848.22	1519.15	1806.78	2287.2	1286.18	1378.57	2148.82
TMX4	954.43	884.29	791.35	728.11	1519.15	529.06	559.28	813.63	723.08	629.35	463.65	392.44	713.11	409.15	476.71	435.55	444.72	483.38	473.41	514.56	536.45	435.55	414.87	543.96	543.96	336.79	684.02	420.68	624.99	400.71	480.04	500.46	387.02	480.04	603.67	603.67	830.75	551.56	884.29	575.03	764.36	748.61	532.74	878.17	466.88	559.28	389.72	703.28	860.08	555.41	392.44	540.19	708.18	723.08	457.25	426.57	616.37	403.5	432.53	400.71	547.75	525.39	928.3	384.34	551.56	563.18	595.34	1250.98	1151.06	1572.76	1277.29	915.51	1369.04
TNPO3	698.41	713.11	463.65	525.39	500.46	571.05	420.68	379.04	473.41	381.68	197.09	237.86	483.38	183.82	279.14	220.32	281.09	229.72	236.21	253.23	291.04	269.6	182.55	166.73	260.38	150.17	400.71	194.36	497.0	164.42	209.84	242.88	201.25	256.78	312.0	457.25	511.0	329.84	500.46	379.04	521.76	536.45	275.28	591.22	277.2	457.25	208.38	529.06	532.74	214.27	195.72	264.03	599.49	547.75	301.33	271.48	514.56	251.48	251.48	171.45	291.04	318.57	616.37	236.21	295.11	327.56	567.1	532.74	438.59	423.61	420.68	595.34	497.0
TOX4	1286.18	1268.46	825.0	1127.35	1183.45	1199.98	1397.83	1183.45	1417.35	1167.14	540.19	532.74	1051.79	500.46	629.35	525.39	1030.12	583.07	599.49	759.08	830.75	638.15	503.95	521.76	656.11	511.0	1216.75	540.19	1286.18	647.07	679.29	688.78	507.46	679.29	909.17	860.08	1208.34	698.41	1250.98	775.05	1151.06	1119.56	698.41	1259.69	665.29	981.29	536.45	1191.69	1088.92	547.75	591.22	836.53	1304.15	1388.16	941.27	693.58	1175.27	651.58	693.58	470.14	830.75	878.17	1250.98	575.03	775.05	780.44	1295.13	1111.82	1359.57	1208.34	1250.98	1447.15	1529.73
TRAK2	872.1	902.89	353.59	543.96	532.74	543.96	753.83	718.08	1073.91	854.13	603.67	409.15	607.87	483.38	438.59	521.76	426.57	599.49	334.46	293.07	583.07	457.25	392.44	403.5	409.15	351.14	638.15	559.28	583.07	293.07	460.44	387.02	493.56	490.14	679.29	543.96	791.35	547.75	988.12	457.25	825.0	638.15	486.75	1037.29	559.28	521.76	466.88	529.06	1023.0	603.67	688.78	483.38	738.29	633.73	497.0	500.46	703.28	490.14	368.65	490.14	507.46	579.04	1111.82	429.54	476.71	450.94	571.05	679.29	507.46	620.67	392.44	718.08	500.46
TRIM44	595.34	624.99	483.38	642.59	665.29	483.38	476.71	470.14	579.04	583.07	314.17	191.67	780.44	183.82	220.32	167.9	327.56	273.37	178.77	253.23	295.11	301.33	152.28	224.97	237.86	215.77	483.38	255.0	642.59	142.01	343.89	260.38	285.03	303.44	316.37	384.34	591.22	291.04	616.37	329.84	679.29	703.28	285.03	866.07	343.89	555.41	214.27	521.76	599.49	248.0	312.0	291.04	693.58	848.22	463.65	295.11	708.18	297.17	267.73	201.25	318.57	334.46	825.0	323.03	289.02	329.84	599.49	713.11	603.67	518.15	532.74	547.75	620.67
TRNAU1AP	476.71	476.71	571.05	454.09	620.67	769.69	575.03	603.67	587.13	493.56	371.22	454.09	718.08	412.0	480.04	379.04	521.76	379.04	395.18	525.39	540.19	384.34	420.68	438.59	381.68	420.68	759.08	392.44	728.11	480.04	403.5	486.75	476.71	426.57	547.75	466.88	567.1	529.06	693.58	376.41	651.58	540.19	483.38	518.15	348.71	450.94	343.89	780.44	718.08	368.65	435.55	587.13	674.59	878.17	447.82	379.04	518.15	414.87	483.38	351.14	493.56	514.56	536.45	490.14	540.19	409.15	684.02	743.43	466.88	571.05	656.11	543.96	555.41
